rep,dataset,pitype,biastype,site,ncount,scount,truedn,trueds,truednds
1,amine,unequalpi,nobias,25,0.0266666666667,0.0126748971193,0.343635648983,1,0.343635648983
1,amine,unequalpi,nobias,26,0.00543209876543,0.0159670781893,0.251548955661,1,0.251548955661
1,amine,unequalpi,nobias,27,0.0040877914952,0.016268861454,0.248828431335,1,0.248828431335
1,amine,unequalpi,nobias,28,0.00600823045267,0.0201646090535,0.335790945637,1,0.335790945637
1,amine,unequalpi,nobias,29,0.00897119341564,0.022304526749,0.246193456782,1,0.246193456782
1,amine,unequalpi,nobias,30,0.00913580246914,0.0144032921811,0.2804890425,1,0.2804890425
1,amine,unequalpi,nobias,31,0.00946502057613,0.0249382716049,0.273973541354,1,0.273973541354
1,amine,unequalpi,nobias,32,0.00913580246914,0.0201646090535,0.288232969282,1,0.288232969282
1,amine,unequalpi,nobias,33,0.0241700960219,0.0151989026063,0.279252770085,1,0.279252770085
1,amine,unequalpi,nobias,34,0.0241152263374,0.0154732510288,0.358428429828,1,0.358428429828
1,amine,unequalpi,nobias,35,0.0283127572016,0.0130041152263,0.428570680056,1,0.428570680056
1,amine,unequalpi,nobias,36,0.0203017832647,0.0137722908093,0.414019564318,1,0.414019564318
1,amine,unequalpi,nobias,37,0.00614540466392,0.0137722908093,0.405749384454,1,0.405749384454
1,amine,unequalpi,nobias,38,0.016378600823,0.0168724279835,0.354258722258,1,0.354258722258
1,amine,unequalpi,nobias,39,0.0341015089163,0.0108367626886,0.385461686584,1,0.385461686584
1,amine,unequalpi,nobias,40,0.0266392318244,0.017146776406,0.405981247359,1,0.405981247359
1,amine,unequalpi,nobias,41,0.0230452674897,0.0186008230453,0.379734413287,1,0.379734413287
1,amine,unequalpi,nobias,42,0.0079561042524,0.0160768175583,0.387804429205,1,0.387804429205
1,amine,unequalpi,nobias,43,0.0257613168724,0.0119341563786,0.439337649587,1,0.439337649587
1,amine,unequalpi,nobias,44,0.01780521262,0.0156104252401,0.423933908997,1,0.423933908997
1,amine,unequalpi,nobias,45,0.016049382716,0.0144032921811,0.492977736057,1,0.492977736057
1,amine,unequalpi,nobias,46,0.0311111111111,0.0108641975309,0.544193133853,1,0.544193133853
1,amine,unequalpi,nobias,47,0.0275445816187,0.0101508916324,0.460267244871,1,0.460267244871
1,amine,unequalpi,nobias,48,0.0249931412894,0.0143484224966,0.534678413973,1,0.534678413973
1,amine,unequalpi,nobias,49,0.0143209876543,0.0156378600823,0.527337158282,1,0.527337158282
1,amine,unequalpi,nobias,50,0.0344581618656,0.0176406035665,0.471655465391,1,0.471655465391
1,amine,unequalpi,nobias,51,0.0171193415638,0.0192592592593,0.467382215282,1,0.467382215282
1,amine,unequalpi,nobias,52,0.0149794238683,0.0131687242798,0.512882243316,1,0.512882243316
1,amine,unequalpi,nobias,53,0.0316049382716,0.0165157750343,0.526488812531,1,0.526488812531
1,amine,unequalpi,nobias,54,0.0231001371742,0.0143484224966,0.516605587753,1,0.516605587753
1,amine,unequalpi,nobias,55,0.0148148148148,0.0186008230453,0.499265268821,1,0.499265268821
1,amine,unequalpi,nobias,56,0.0256790123457,0.0141563786008,0.601605859561,1,0.601605859561
1,amine,unequalpi,nobias,57,0.0129492455418,0.0141289437586,0.557220263898,1,0.557220263898
1,amine,unequalpi,nobias,58,0.0317695473251,0.0149794238683,0.565550800365,1,0.565550800365
1,amine,unequalpi,nobias,59,0.0242249657064,0.0137997256516,0.634845261808,1,0.634845261808
1,amine,unequalpi,nobias,60,0.0322633744856,0.0123456790123,0.625288541518,1,0.625288541518
1,amine,unequalpi,nobias,61,0.022524005487,0.0192866941015,0.613860883366,1,0.613860883366
1,amine,unequalpi,nobias,62,0.0334705075446,0.0178875171468,0.5747529174,1,0.5747529174
1,amine,unequalpi,nobias,63,0.0373388203018,0.0123731138546,0.627261802755,1,0.627261802755
1,amine,unequalpi,nobias,64,0.0311659807956,0.0205212620027,0.603736143417,1,0.603736143417
1,amine,unequalpi,nobias,65,0.0140740740741,0.0153086419753,0.624099101006,1,0.624099101006
1,amine,unequalpi,nobias,66,0.0170096021948,0.0120438957476,0.55268556718,1,0.55268556718
1,amine,unequalpi,nobias,67,0.0433744855967,0.0122633744856,0.69326283755,1,0.69326283755
1,amine,unequalpi,nobias,68,0.0265020576132,0.0139917695473,0.739337516821,1,0.739337516821
1,amine,unequalpi,nobias,69,0.0204938271605,0.0124554183813,0.715338056968,1,0.715338056968
1,amine,unequalpi,nobias,70,0.0316049382716,0.0126200274348,0.728479858707,1,0.728479858707
1,amine,unequalpi,nobias,71,0.0353635116598,0.0219204389575,0.672510678955,1,0.672510678955
1,amine,unequalpi,nobias,72,0.0404663923182,0.017475994513,0.703403358958,1,0.703403358958
1,amine,unequalpi,nobias,73,0.0351714677641,0.0163511659808,0.676651667568,1,0.676651667568
1,amine,unequalpi,nobias,74,0.0420301783265,0.0155829903978,0.673638329524,1,0.673638329524
1,amine,unequalpi,nobias,75,0.0329218106996,0.0119341563786,0.681741875965,1,0.681741875965
1,amine,unequalpi,nobias,76,0.0208230452675,0.0158024691358,0.733414480102,1,0.733414480102
1,amine,unequalpi,nobias,77,0.0344307270233,0.0152812071331,0.675586284776,1,0.675586284776
1,amine,unequalpi,nobias,78,0.0321810699588,0.0168449931413,0.786135821842,1,0.786135821842
1,amine,unequalpi,nobias,79,0.0409602194787,0.0140466392318,0.794030191629,1,0.794030191629
1,amine,unequalpi,nobias,80,0.0251851851852,0.0112757201646,0.743746036537,1,0.743746036537
1,amine,unequalpi,nobias,81,0.0334705075446,0.0125377229081,0.744332445838,1,0.744332445838
1,amine,unequalpi,nobias,82,0.0392592592593,0.0109465020576,0.758024058881,1,0.758024058881
1,amine,unequalpi,nobias,83,0.042304526749,0.0148971193416,0.796283661947,1,0.796283661947
1,amine,unequalpi,nobias,84,0.0336076817558,0.0158847736626,0.820018674889,1,0.820018674889
1,amine,unequalpi,nobias,85,0.0306995884774,0.0153909465021,0.808108239452,1,0.808108239452
1,amine,unequalpi,nobias,86,0.0383813443073,0.0156104252401,0.760975763503,1,0.760975763503
1,amine,unequalpi,nobias,87,0.0388751714678,0.0114128943759,0.824415796867,1,0.824415796867
1,amine,unequalpi,nobias,88,0.0339643347051,0.0144307270233,0.747295113107,1,0.747295113107
1,amine,unequalpi,nobias,89,0.0406310013717,0.019012345679,0.83513766196,1,0.83513766196
1,amine,unequalpi,nobias,90,0.0454046639232,0.0136899862826,0.903041519688,1,0.903041519688
1,amine,unequalpi,nobias,91,0.039780521262,0.0200548696845,0.889556787745,1,0.889556787745
1,amine,unequalpi,nobias,92,0.0434567901235,0.0149794238683,0.871083282355,1,0.871083282355
1,amine,unequalpi,nobias,93,0.0382716049383,0.0181893004115,0.912940456301,1,0.912940456301
1,amine,unequalpi,nobias,94,0.0452674897119,0.0105349794239,0.89412943119,1,0.89412943119
1,amine,unequalpi,nobias,95,0.0352812071331,0.0139917695473,0.903870946829,1,0.903870946829
1,amine,unequalpi,nobias,96,0.0387654320988,0.0142112482853,0.868627281396,1,0.868627281396
1,amine,unequalpi,nobias,97,0.0372839506173,0.0137448559671,0.839561575111,1,0.839561575111
1,amine,unequalpi,nobias,98,0.0426886145405,0.00982167352538,0.915345718806,1,0.915345718806
1,amine,unequalpi,nobias,99,0.0410150891632,0.0116598079561,0.852647024893,1,0.852647024893
1,amine,unequalpi,nobias,100,0.0408230452675,0.0172016460905,0.919566017037,1,0.919566017037
1,camelid,unequalpi,bias,1,0,0.00475059382423,0.0494122650814,0.685795400033,0.072051030203793
1,camelid,unequalpi,bias,2,0,0.00237529691211,0.0920421212524,0.819654123797,0.112293854907995
1,camelid,unequalpi,bias,3,0,0.00712589073634,0.0622442922313,0.901951618031,0.0690106774986246
1,camelid,unequalpi,bias,4,0,0.00950118764846,0.0789489293562,0.81636285322,0.09670813541405
1,camelid,unequalpi,bias,5,0,0.0142517814727,0.0286690793503,0.588508587688,0.0487148020438047
1,camelid,unequalpi,bias,6,0,0.00237529691211,0.095665208017,0.726563558386,0.131668051490928
1,camelid,unequalpi,bias,7,0,0.00237529691211,0.0495607340803,0.807989242853,0.0613383587946068
1,camelid,unequalpi,bias,8,0,0.00237529691211,0.0811741503976,0.838910246293,0.0967614244268616
1,camelid,unequalpi,bias,9,0,0.00950118764846,0.029839789156,0.818220992281,0.0364691072919236
1,camelid,unequalpi,bias,10,0,0.00475059382423,0.0399665598025,0.567094119797,0.0704760610404612
1,camelid,unequalpi,bias,11,0.00237529691211,0.0118764845606,0.0692768284205,0.646581613837,0.107143208124016
1,camelid,unequalpi,bias,12,0,0.0118764845606,0.129367914836,0.785539435751,0.164686722204239
1,camelid,unequalpi,bias,13,0.00237529691211,0.00475059382423,0.172142419245,0.933913619268,0.184323705847576
1,camelid,unequalpi,bias,14,0,0,0.140926790801,0.765013014112,0.184214893343459
1,camelid,unequalpi,bias,15,0,0.00712589073634,0.137476404626,0.931180687803,0.147636657876097
1,camelid,unequalpi,bias,16,0.00237529691211,0.0190023752969,0.178409604001,0.718068133973,0.248457765440554
1,camelid,unequalpi,bias,17,0.00712589073634,0.00950118764846,0.187276596262,0.810589393586,0.231037560747618
1,camelid,unequalpi,bias,18,0.00950118764846,0.00237529691211,0.178084972678,0.884035566082,0.201445484221029
1,camelid,unequalpi,bias,19,0.00237529691211,0.00237529691211,0.1677271578,0.915239374015,0.183260426246971
1,camelid,unequalpi,bias,20,0.00712589073634,0.00237529691211,0.188369639423,0.798613908226,0.235870722363745
1,camelid,unequalpi,bias,21,0.00475059382423,0.00237529691211,0.228017560642,0.787533274917,0.289533874827107
1,camelid,unequalpi,bias,22,0,0,0.21860519413,0.830776727718,0.263133507278749
1,camelid,unequalpi,bias,23,0.00712589073634,0.00950118764846,0.259928446367,0.79507182261,0.32692448527949
1,camelid,unequalpi,bias,24,0.00237529691211,0.00712589073634,0.211379626119,0.691826804519,0.305538358355404
1,camelid,unequalpi,bias,25,0.00237529691211,0.00237529691211,0.313690532201,0.829492608041,0.378171582435
1,camelid,unequalpi,bias,26,0.00237529691211,0.00712589073634,0.215669796169,0.816001246232,0.264300817143216
1,camelid,unequalpi,bias,27,0.00475059382423,0.00712589073634,0.210474447171,0.68423102889,0.307607282166733
1,camelid,unequalpi,bias,28,0.0380047505938,0.00475059382423,0.319011451233,0.882146731045,0.361630826262991
1,camelid,unequalpi,bias,29,0.00237529691211,0.00237529691211,0.23041367283,0.915889112167,0.251573765611035
1,camelid,unequalpi,bias,30,0.00475059382423,0.00237529691211,0.258219063652,0.873610879821,0.295576748889515
1,camelid,unequalpi,bias,31,0.021377672209,0.0142517814727,0.231329513177,0.660952692117,0.349994055453595
1,camelid,unequalpi,bias,32,0,0.00237529691211,0.220638821535,0.742947819581,0.296977547709116
1,camelid,unequalpi,bias,33,0,0.00950118764846,0.27407941809,0.944462064338,0.290196322794722
1,camelid,unequalpi,bias,34,0.00237529691211,0.0118764845606,0.34685117863,0.925239794471,0.374877065062155
1,camelid,unequalpi,bias,35,0.0166270783848,0,0.37673681457,0.740159276715,0.508994248159729
1,camelid,unequalpi,bias,36,0.00712589073634,0.00475059382423,0.380392983589,0.865752046535,0.439378670961792
1,camelid,unequalpi,bias,37,0.00475059382423,0.00712589073634,0.359020316369,0.846689303544,0.424028406720438
1,camelid,unequalpi,bias,38,0,0.0118764845606,0.347006821558,0.954102182899,0.363699850789183
1,camelid,unequalpi,bias,39,0.00712589073634,0.00237529691211,0.363834785402,0.881362523788,0.4128094576092
1,camelid,unequalpi,bias,40,0.00237529691211,0.00475059382423,0.379489721142,0.912333653999,0.415954973795602
1,camelid,unequalpi,bias,41,0.0237529691211,0.00237529691211,0.373731852023,0.946982766999,0.394655388721973
1,camelid,unequalpi,bias,42,0.00237529691211,0.00237529691211,0.285708629748,0.657871907241,0.434292187587417
1,camelid,unequalpi,bias,43,0.0166270783848,0.00712589073634,0.389083554182,0.741051037945,0.525042857049311
1,camelid,unequalpi,bias,44,0.00950118764846,0.0166270783848,0.402966394169,0.912427719216,0.441641990573508
1,camelid,unequalpi,bias,45,0.00237529691211,0.00712589073634,0.398563512034,0.65855888194,0.605205582923582
1,camelid,unequalpi,bias,46,0.0356294536817,0.00475059382423,0.520082856413,0.937013722489,0.555042945402654
1,camelid,unequalpi,bias,47,0.0130641330166,0.00593824228029,0.410486665544,0.879081646206,0.466949420813876
1,camelid,unequalpi,bias,48,0.00950118764846,0,0.488158987646,0.846286891023,0.576824470311609
1,camelid,unequalpi,bias,49,0.0106888361045,0.0083135391924,0.502371275749,0.947065813991,0.530450226718641
1,camelid,unequalpi,bias,50,0.00712589073634,0.00712589073634,0.427368934661,0.905572080913,0.471932542609005
1,camelid,unequalpi,bias,51,0.0285035629454,0.00237529691211,0.379383894898,0.651687433181,0.582156223338788
1,camelid,unequalpi,bias,52,0.0190023752969,0.0261282660333,0.486083168323,0.923810987152,0.526171668320959
1,camelid,unequalpi,bias,53,0.0261282660333,0.00475059382423,0.456626308999,0.800415635395,0.570486493275032
1,camelid,unequalpi,bias,54,0.00950118764846,0.0118764845606,0.510472075335,0.949101238374,0.537847865639224
1,camelid,unequalpi,bias,55,0.0142517814727,0.00475059382423,0.443120320887,0.860928703822,0.514700368241662
1,camelid,unequalpi,bias,56,0.0237529691211,0.0190023752969,0.505469074737,0.817825218695,0.618064915561756
1,camelid,unequalpi,bias,57,0.0142517814727,0.00712589073634,0.478634258863,0.807780548601,0.59253006239374
1,camelid,unequalpi,bias,58,0.00475059382423,0.00950118764846,0.530627525349,0.932822961949,0.568840548522015
1,camelid,unequalpi,bias,59,0.0142517814727,0,0.562318456611,0.86041917309,0.653540128111698
1,camelid,unequalpi,bias,60,0.00712589073634,0.00237529691211,0.533453034449,0.772905091306,0.690192160007135
1,camelid,unequalpi,bias,61,0.0285035629454,0,0.556316740263,0.871136343115,0.638610413467229
1,camelid,unequalpi,bias,62,0.0261282660333,0.00950118764846,0.554466724711,0.950944750649,0.583069336396871
1,camelid,unequalpi,bias,63,0.0142517814727,0.00712589073634,0.568649925003,0.887975810833,0.640388981395288
1,camelid,unequalpi,bias,64,0.00950118764846,0.00475059382423,0.477309881015,0.735061572786,0.649346801256281
1,camelid,unequalpi,bias,65,0.00237529691211,0.00237529691211,0.574764374938,0.885889739057,0.648798997886371
1,camelid,unequalpi,bias,66,0.021377672209,0.00950118764846,0.525886691795,0.941923638747,0.558311385511637
