dataset,biastype,method,rep,estbias,r,rmsd,resvar,parameter
amine,bias,FUBAR1,34,0.102107494444125,0.888580220300327,0.179283693887743,0.020550800348474,dN
amine,bias,FUBAR1,35,0.105781121444125,0.914591865391057,0.174677180032389,0.0167125375106445,dN
amine,bias,FUBAR1,36,0.094059451444125,0.904756810952969,0.170602923647451,0.0182402318205348,dN
amine,bias,FUBAR1,37,0.102059804644125,0.907417653137886,0.170726107662791,0.01710409706118,dN
amine,bias,FUBAR1,38,0.096286295444125,0.911884524730677,0.174900867244096,0.0180473713401221,dN
amine,bias,FUBAR1,39,0.112966015544125,0.887534640490153,0.187855383431902,0.0211666592437243,dN
amine,bias,FUBAR1,40,0.105769436544125,0.905651837035532,0.175704320884782,0.017823609153901,dN
amine,bias,FUBAR1,41,0.106125287444125,0.880305006634928,0.19117909838312,0.02356712782243,dN
amine,bias,FUBAR1,42,0.101743844444125,0.891764117126114,0.185478319604186,0.0217355101956486,dN
amine,bias,FUBAR1,43,0.112171260444125,0.866792852793932,0.181374212252205,0.0205887247579749,dN
amine,bias,FUBAR1,44,0.098340960904125,0.874631941201373,0.177182529257664,0.0214541403675927,dN
amine,bias,FUBAR1,45,0.111055314444125,0.885318665975848,0.193801234474899,0.0230739533498958,dN
amine,bias,FUBAR1,46,0.124911212144125,0.877536795087972,0.204679773847288,0.0244610776234955,dN
amine,bias,FUBAR1,47,0.086645363994125,0.895599685444063,0.164629871678509,0.0186176956220971,dN
amine,bias,FUBAR1,48,0.105022539844125,0.89259899398415,0.186770567106162,0.021535614701256,dN
amine,bias,FUBAR1,49,0.105179169544125,0.888248123721732,0.185936870576646,0.0217342462660216,dN
amine,bias,FUBAR1,50,0.103224371444125,0.887135588977018,0.180285485986886,0.0207482976667847,dN
amine,bias,FUBAR2,1,0.091863183444125,0.873864395160148,0.174848476420029,0.0218084552878938,dN
amine,bias,FUBAR2,2,0.088828380444125,0.884533230701235,0.170856657083737,0.0205591836507864,dN
amine,bias,FUBAR2,3,0.088347366444125,0.901250106578452,0.161541221429015,0.0173430046191728,dN
amine,bias,FUBAR2,4,0.0934043195064909,0.874759105499919,0.171485289151072,0.0206326240474665,dN
amine,bias,FUBAR2,5,0.095098680444125,0.882910663100167,0.169735889066746,0.0195335014101588,dN
amine,bias,FUBAR2,6,0.076860565297065,0.89333015699392,0.167503725829503,0.0204331366473973,dN
amine,bias,FUBAR2,7,0.083285160444125,0.907799545194218,0.152596513893212,0.0156058630275218,dN
amine,bias,FUBAR2,8,0.085972890608124,0.893091312699147,0.159559690497661,0.0177232982923522,dN
amine,bias,FUBAR2,9,0.078971439405154,0.893253226508772,0.158668686383753,0.018335175512356,dN
amine,bias,FUBAR2,10,0.092649247444125,0.883895904178775,0.166338190301489,0.0189604345378487,dN
amine,bias,FUBAR2,11,0.083115797444125,0.907760400425267,0.161388041118441,0.0173084186605412,dN
amine,bias,FUBAR2,12,0.091845038444125,0.840267827572812,0.183880952665142,0.025768917103171,dN
amine,bias,FUBAR2,13,0.078859694444125,0.885641932111644,0.171103211743333,0.0216660839457824,dN
amine,bias,FUBAR2,14,0.098164093444125,0.877171314016957,0.174288448063635,0.0205678177587357,dN
amine,bias,FUBAR2,15,0.085130260444125,0.855522918146124,0.16668185685654,0.0209522270336262,dN
amine,bias,FUBAR2,16,0.083616123444125,0.892857161332322,0.159939757069955,0.0181127654507831,dN
amine,bias,FUBAR2,17,0.085480025661811,0.860334259627684,0.183504721640625,0.0257860985809268,dN
amine,bias,FUBAR2,18,0.083010537444125,0.899921789460496,0.148355228222322,0.0151551779081928,dN
amine,bias,FUBAR2,19,0.099478451444125,0.90779329957225,0.169637816711956,0.0171570162425155,dN
amine,bias,FUBAR2,20,0.081089482149818,0.897022161890823,0.158055284250844,0.0177198334778628,dN
amine,bias,FUBAR2,21,0.085364656444125,0.894317004942747,0.165679212890825,0.0190868688211259,dN
amine,bias,FUBAR2,22,0.098476524444125,0.858915931339481,0.173762884407073,0.0208907988404445,dN
amine,bias,FUBAR2,23,0.089258427444125,0.867775868246214,0.16989426722837,0.021070822612696,dN
amine,bias,FUBAR2,24,0.092291735444125,0.879558893180685,0.173977660517331,0.0211975935941441,dN
amine,bias,FUBAR2,25,0.094405285939205,0.888048056804126,0.171126669565379,0.0196748311479656,dN
amine,bias,FUBAR2,26,0.086368882707202,0.904388270448154,0.154183352189351,0.0158097844503596,dN
amine,bias,FUBAR2,27,0.083280131444125,0.878727591572565,0.169298924626457,0.0212300256948042,dN
amine,bias,FUBAR2,28,0.093474027444125,0.906447855149669,0.164235160709729,0.0168939848313175,dN
amine,bias,FUBAR2,29,0.093450733990081,0.887113197372969,0.170562429681267,0.0197261571492385,dN
amine,bias,FUBAR2,30,0.093243658444125,0.899639128709837,0.170132375166894,0.0187073819948656,dN
amine,bias,FUBAR2,31,0.083278686711146,0.872723886731524,0.175862559896665,0.0232552997624971,dN
amine,bias,FUBAR2,32,0.087244080444125,0.894788094425986,0.150985690200386,0.0153757601683958,dN
amine,bias,FUBAR2,33,0.095453148444125,0.881839786574953,0.169575707844591,0.0194925143651217,dN
amine,bias,FUBAR2,34,0.087476790444125,0.887577515561954,0.164803184654119,0.0190871421330331,dN
amine,bias,FUBAR2,35,0.092493645444125,0.90998760807236,0.160782064347468,0.0160274087049655,dN
amine,bias,FUBAR2,36,0.079877449444125,0.902242399426616,0.157108861521795,0.0172758076140135,dN
amine,bias,FUBAR2,37,0.090484423002813,0.904876548159884,0.158678511261126,0.0162322742776288,dN
amine,bias,FUBAR2,38,0.084860293444125,0.908357345599354,0.160886139865231,0.0169900064601321,dN
amine,bias,FUBAR2,39,0.0988945485343608,0.883214692498706,0.175347879939819,0.0204055540412876,dN
amine,bias,FUBAR2,40,0.091828673573961,0.90432541019787,0.161787874697988,0.0167586909161743,dN
amine,bias,FUBAR2,41,0.093213847444125,0.877470977200256,0.178043289271165,0.0222381710970053,dN
amine,bias,FUBAR2,42,0.089045366444125,0.885042771487055,0.175711858313454,0.0216407118447978,dN
amine,bias,FUBAR2,43,0.099358004444125,0.864944985445267,0.17000831522241,0.0194126931777129,dN
amine,bias,FUBAR2,44,0.0835670715226142,0.873607518692093,0.163966629185105,0.0200347038751912,dN
amine,bias,FUBAR2,45,0.098284143444125,0.882503315427932,0.180552422839319,0.0218327366133657,dN
amine,bias,FUBAR2,46,0.145223529114045,0.87203721299181,0.224514944994356,0.0269184742754521,dN
amine,bias,FUBAR2,47,0.0778843374850079,0.895114916740126,0.154905964681136,0.0175075181933023,dN
amine,bias,FUBAR2,48,0.0915683934571298,0.89298122483489,0.17280746587487,0.0200416858509722,dN
amine,bias,FUBAR2,49,0.0910547215341534,0.88849297084012,0.171421299477925,0.0201408352076092,dN
amine,bias,FUBAR2,50,0.089546612444125,0.886798654799362,0.166762988748862,0.0193388755848095,dN
amine,nobias,FUBAR1,1,0.011361881636337,0.928648586737192,0.117280296216002,0.0134030939122016,dN
amine,nobias,FUBAR1,2,0.011958045536337,0.926129016428567,0.115485191576849,0.0132370593822026,dN
amine,nobias,FUBAR1,3,0.018247268536337,0.890659163932198,0.12559753199206,0.0149983044049146,dN
amine,nobias,FUBAR1,4,0.034756393106337,0.918688660855396,0.120760841723996,0.0136312454477679,dN
amine,nobias,FUBAR1,5,0.028411638536337,0.913337711780952,0.129900886724149,0.0161005144795818,dN
amine,nobias,FUBAR1,6,0.008916386536337,0.90991374038969,0.123709290381856,0.0155028706720941,dN
amine,nobias,FUBAR1,7,0.026657090536337,0.917628624578672,0.123306086987088,0.014646173880094,dN
amine,nobias,FUBAR1,8,0.018268965536337,0.916920365396239,0.111252180526225,0.0120605426498921,dN
amine,nobias,FUBAR1,9,0.034657728536337,0.905329502859903,0.129250763122098,0.0158205701932051,dN
amine,nobias,FUBAR1,10,0.012310205536337,0.913353220831436,0.123900948950687,0.0153922456297925,dN
amine,nobias,FUBAR1,11,0.022937384536337,0.898211052219516,0.129322598977709,0.0165044945815051,dN
amine,nobias,FUBAR1,12,0.025844580536337,0.90103150037284,0.123326681632001,0.01455493078526,dN
amine,nobias,FUBAR1,13,0.009878571536337,0.909705962210107,0.123398721145271,0.0154175296236393,dN
amine,nobias,FUBAR1,14,0.009370834536337,0.930018978757128,0.112818598688144,0.0126161491574518,dN
amine,nobias,FUBAR1,15,0.00629452153633699,0.928151275836012,0.109137507864641,0.0120710150174743,dN
amine,nobias,FUBAR1,16,0.009578137536337,0.924805739744448,0.114031654899278,0.0130663110919899,dN
amine,nobias,FUBAR1,17,0.007554936536337,0.935811163609565,0.101823366967866,0.0105002697404057,dN
amine,nobias,FUBAR1,18,0.028279714536337,0.899525754046006,0.131477684744226,0.0168229556152004,dN
amine,nobias,FUBAR1,19,0.044953840536337,0.904048396021541,0.13715240270592,0.0170555447409606,dN
amine,nobias,FUBAR1,20,0.033742945536337,0.909380728315102,0.12705233397955,0.0153010199535121,dN
amine,nobias,FUBAR1,21,0.025984264536337,0.884855075944341,0.134138515104733,0.0173811490208197,dN
amine,nobias,FUBAR1,22,0.026327196536337,0.923114897230019,0.119742219314318,0.0137312793750498,dN
amine,nobias,FUBAR1,23,0.018045493536337,0.92292665086975,0.114572093965711,0.0130245068587021,dN
amine,nobias,FUBAR1,24,0.028538238536337,0.906431829846572,0.134295919278829,0.0173420016295914,dN
amine,nobias,FUBAR1,25,0.001824764536337,0.905919097374316,0.118314613201511,0.0141010938899129,dN
amine,nobias,FUBAR1,26,0.011144940536337,0.914830427682743,0.115075461008679,0.0133537627505081,dN
amine,nobias,FUBAR1,27,0.027330346436337,0.918156210096337,0.12695957284094,0.0153127157739903,dN
amine,nobias,FUBAR1,28,0.015350751136337,0.905581452743003,0.121454879411748,0.0147445379703473,dN
amine,nobias,FUBAR1,29,0.002179591536337,0.924883457840618,0.117954470250108,0.0138419516529702,dN
amine,nobias,FUBAR1,30,0.023942544536337,0.928206062689037,0.115470385780879,0.0128011306647486,dN
amine,nobias,FUBAR1,31,0.009351858536337,0.928400600036996,0.106213980180161,0.0114222264448035,dN
amine,nobias,FUBAR1,32,0.029051458536337,0.913284331766624,0.121358569576873,0.0141669332425114,dN
amine,nobias,FUBAR1,33,0.033635861236337,0.901503203879757,0.135791638148148,0.0175840892150802,dN
amine,nobias,FUBAR1,34,0.029024197536337,0.899681044700693,0.126530841713451,0.0153255764989599,dN
amine,nobias,FUBAR1,35,0.015650477536337,0.928201969197582,0.106814191055745,0.0113907431764878,dN
amine,nobias,FUBAR1,36,0.026325976536337,0.907797479037123,0.121870203196867,0.0143870029687888,dN
amine,nobias,FUBAR1,37,-0.001423150463663,0.939186299336197,0.111078034179634,0.0117479518591288,dN
amine,nobias,FUBAR1,38,0.018168523536337,0.915952389098017,0.118153371256253,0.0139053533802732,dN
amine,nobias,FUBAR1,39,0.029668108516337,0.891599514498054,0.130963062522723,0.0163597111434121,dN
amine,nobias,FUBAR1,40,0.014365993536337,0.903375953497087,0.129424799916378,0.0168464370231348,dN
amine,nobias,FUBAR1,41,0.026058154536337,0.91812436879167,0.12350284091322,0.0146924001313997,dN
amine,nobias,FUBAR1,42,0.007989572536337,0.928975343981415,0.106123056313602,0.0114261122547042,dN
amine,nobias,FUBAR1,43,0.025690649536337,0.904551460777577,0.127643454650092,0.0159516244183492,dN
amine,nobias,FUBAR1,44,0.004315352536337,0.925286212732426,0.114120541869819,0.013125025356417,dN
amine,nobias,FUBAR1,45,0.036340242536337,0.917160871828199,0.126189979210372,0.0147547309303955,dN
amine,nobias,FUBAR1,46,0.010955426536337,0.909977265067888,0.120965858786184,0.0148087424931829,dN
amine,nobias,FUBAR1,47,0.025304732536337,0.914776131209341,0.125978457863038,0.0153653184227115,dN
amine,nobias,FUBAR1,48,0.029610898536337,0.896491225247002,0.134120959692381,0.0174608378725634,dN
amine,nobias,FUBAR1,49,0.026914402836337,0.901482579737649,0.13045387225725,0.0166251184300346,dN
amine,nobias,FUBAR1,50,0.029485743536337,0.91957278853941,0.12634110802106,0.0150237249389026,dN
amine,nobias,FUBAR2,1,0.014413198784547,0.928463613254961,0.115871580092831,0.0131282990541162,dN
amine,nobias,FUBAR2,2,0.013957711536337,0.923932819070758,0.114049495803002,0.0130095226647277,dN
amine,nobias,FUBAR2,3,0.018003133536337,0.887975753159928,0.125837629246445,0.0147334715732053,dN
amine,nobias,FUBAR2,4,0.0282963446049619,0.917902216996308,0.116350535405368,0.0129816122953271,dN
amine,nobias,FUBAR2,5,0.021230946536337,0.906790601032204,0.129243248608153,0.0165056638565766,dN
amine,nobias,FUBAR2,6,0.009849198536337,0.910113762437245,0.121814589495613,0.0150389850530409,dN
amine,nobias,FUBAR2,7,0.019959117536337,0.911726221061695,0.122191270751078,0.0148213504911864,dN
amine,nobias,FUBAR2,8,0.017738975536337,0.914961291136113,0.11155602999216,0.0120228431929826,dN
amine,nobias,FUBAR2,9,0.028081466536337,0.904371946480959,0.125262757174226,0.0151643879762318,dN
amine,nobias,FUBAR2,10,0.014494270536337,0.91104685799722,0.124093647901686,0.0154474678296105,dN
amine,nobias,FUBAR2,11,0.017179696536337,0.895252561632933,0.127045914363695,0.0159902201470547,dN
amine,nobias,FUBAR2,12,0.018007506536337,0.89749154152385,0.121346447914647,0.0139696838454728,dN
amine,nobias,FUBAR2,13,0.012316473536337,0.906982141251778,0.123131302395521,0.0153150520790098,dN
amine,nobias,FUBAR2,14,0.012476438536337,0.927585992897302,0.112647708499444,0.0126503728163488,dN
amine,nobias,FUBAR2,15,0.007456045536337,0.927524426606313,0.107895874022997,0.0118170009043054,dN
amine,nobias,FUBAR2,16,0.012751035536337,0.921490130980039,0.11468987836475,0.013226987153746,dN
amine,nobias,FUBAR2,17,0.008926594536337,0.932902738500047,0.102046747956509,0.0105426094941965,dN
amine,nobias,FUBAR2,18,0.021204600536337,0.894611836986894,0.128683247727814,0.016297986592356,dN
amine,nobias,FUBAR2,19,0.039644788536337,0.900770129213177,0.135177580162333,0.0170316480587043,dN
amine,nobias,FUBAR2,20,0.028110802536337,0.905959837854338,0.124251568919516,0.0149092985385323,dN
amine,nobias,FUBAR2,21,0.020133522536337,0.885112407778904,0.130075799446884,0.0162124623271671,dN
amine,nobias,FUBAR2,22,0.021383091536337,0.921814921115573,0.115767454878543,0.0131782488504507,dN
amine,nobias,FUBAR2,23,0.019435717536337,0.918839095895316,0.115233361125282,0.0131641741707328,dN
amine,nobias,FUBAR2,24,0.022733975536337,0.90193834191744,0.131491824339427,0.0170849142046641,dN
amine,nobias,FUBAR2,25,0.00194278153633699,0.899690042185245,0.1200380623722,0.0142352188478157,dN
amine,nobias,FUBAR2,26,0.013374485536337,0.911645527808362,0.115755543385731,0.0133703751443793,dN
amine,nobias,FUBAR2,27,0.020470464650651,0.916264197442932,0.121867065196763,0.0146402266936015,dN
amine,nobias,FUBAR2,28,0.016992073674711,0.905488385442789,0.120557133994648,0.0144076081550786,dN
amine,nobias,FUBAR2,29,0.005306133536337,0.920849876582181,0.118798013449599,0.0141818625884156,dN
amine,nobias,FUBAR2,30,0.018050723536337,0.924705916305246,0.112506192432566,0.0125605372555865,dN
amine,nobias,FUBAR2,31,0.010396266536337,0.926525461419795,0.105924914147929,0.0113077174657267,dN
amine,nobias,FUBAR2,32,0.022723949536337,0.91415715217911,0.116037695017992,0.0131312347140268,dN
amine,nobias,FUBAR2,33,0.027092849826425,0.899763072586612,0.132050483125285,0.0170412416716289,dN
amine,nobias,FUBAR2,34,0.023736037536337,0.897874550477456,0.123277987982756,0.0144275179226861,dN
amine,nobias,FUBAR2,35,0.016627085536337,0.926878421028406,0.106881054786451,0.0113560534666002,dN
amine,nobias,FUBAR2,36,0.020141039536337,0.903825228199603,0.12072050249424,0.014212496725142,dN
amine,nobias,FUBAR2,37,0.001936261536337,0.93798086165289,0.108776776653984,0.0115349031560054,dN
amine,nobias,FUBAR2,38,0.020090928536337,0.91440932466464,0.117034953605379,0.0135441445000211,dN
amine,nobias,FUBAR2,39,0.0201635555423357,0.890365098987782,0.127465133102191,0.0156426709208158,dN
amine,nobias,FUBAR2,40,0.017362153536337,0.902778492533295,0.128010085370854,0.0164113136160043,dN
amine,nobias,FUBAR2,41,0.022138490536337,0.915316172754545,0.119971951568575,0.0141768902960725,dN
amine,nobias,FUBAR2,42,0.010948585536337,0.927740117920181,0.105298761041924,0.0111693124399333,dN
amine,nobias,FUBAR2,43,0.021157322536337,0.900302560837368,0.125132127283037,0.0154060694475893,dN
amine,nobias,FUBAR2,44,0.006645529536337,0.921954098102601,0.11455896154599,0.0132968084866617,dN
amine,nobias,FUBAR2,45,0.031470977536337,0.913445018548319,0.122561140819742,0.0143159162284506,dN
amine,nobias,FUBAR2,46,0.012205575536337,0.907313348973154,0.121530664723128,0.0149030325988957,dN
amine,nobias,FUBAR2,47,0.019927983536337,0.914381580483055,0.121131144405407,0.0145427563173987,dN
amine,nobias,FUBAR2,48,0.021915372536337,0.894876643348257,0.130750016974048,0.0169092251468822,dN
amine,nobias,FUBAR2,49,0.0212399926040645,0.900396844656147,0.12818260407443,0.0162951107699044,dN
amine,nobias,FUBAR2,50,0.026645241536337,0.916828766647939,0.12202151060671,0.0144026516090645,dN
camelid,bias,FUBAR1,1,0.164848007444125,0.632964035171472,0.355060133551254,0.100446884666723,dN
camelid,bias,FUBAR1,2,0.128755800444125,0.502157674971205,0.467870652289044,0.205786271179158,dN
camelid,bias,FUBAR1,3,0.137881414444125,0.296005267772831,0.540975062850193,0.273526345754754,dN
camelid,bias,FUBAR1,4,0.097949469444125,0.6124833380228,0.336594214404739,0.105615491586085,dN
camelid,bias,FUBAR1,5,0.202209486444125,0.524086450074331,0.460910092033771,0.174666162427551,dN
camelid,bias,FUBAR1,6,0.134704953444125,0.517929217990437,0.374122643002807,0.123701975483332,dN
camelid,bias,FUBAR1,7,0.131014744444125,0.410937957371006,0.562867290797319,0.30563510862887,dN
camelid,bias,FUBAR1,8,0.108445444444125,0.469501366140132,0.434951307819379,0.18091306876641,dN
camelid,bias,FUBAR1,9,0.159428310444125,0.337166216333946,0.564852742054205,0.297859910408314,dN
camelid,bias,FUBAR1,10,0.111850640444125,0.437469184136126,0.475840141034134,0.218171872359169,dN
camelid,bias,FUBAR1,11,0.121892542444125,0.439209279595307,0.444507347419952,0.185735539984205,dN
camelid,bias,FUBAR1,12,0.171325861444125,0.258028753717938,0.647985190568354,0.393599076039613,dN
camelid,bias,FUBAR1,13,0.156040541444125,0.594807850735906,0.391274577686727,0.130491780573539,dN
camelid,bias,FUBAR1,14,0.055378191444125,0.583984936813999,0.327203583544726,0.106107307063907,dN
camelid,bias,FUBAR1,15,0.125573836444125,0.40356986866326,0.592331595745553,0.341518803342571,dN
camelid,bias,FUBAR1,16,0.153538465444125,0.608290226308218,0.379916005265151,0.122300177399667,dN
camelid,bias,FUBAR1,17,0.144240847444125,0.53133730992694,0.409798489799518,0.150102663251936,dN
camelid,bias,FUBAR1,18,0.112381937444125,0.512280899219317,0.355161794748804,0.114552976858077,dN
camelid,bias,FUBAR1,19,0.153531997444125,0.484454057437962,0.599183267997099,0.335384114315831,dN
camelid,bias,FUBAR1,20,0.199055816444125,0.571467840310564,0.424557192366695,0.142839444945665,dN
camelid,bias,FUBAR1,21,0.129066476444125,0.240493614771186,0.589784769529742,0.328826498406979,dN
camelid,bias,FUBAR1,22,0.092527101444125,0.5996419642239,0.291951587354233,0.0773908070295882,dN
camelid,bias,FUBAR1,23,0.136863737444125,0.516740153691878,0.481650049534078,0.215776236937147,dN
camelid,bias,FUBAR1,24,0.075919832444125,0.541858560503046,0.36014851801087,0.126402642749923,dN
camelid,bias,FUBAR1,25,0.081247751444125,0.355654554252642,0.370013028382353,0.122015304650723,dN
camelid,bias,FUBAR1,26,0.151036475444125,0.467286965294026,0.528638359111279,0.260836986282165,dN
camelid,bias,FUBAR1,27,0.224098971444125,0.575227562035813,0.509923506570125,0.207265161346093,dN
camelid,bias,FUBAR1,28,0.156193764444125,0.474223260959348,0.512671368501197,0.242534626401363,dN
camelid,bias,FUBAR1,29,0.146072560444125,0.548125963949204,0.373526536014466,0.120494957550084,dN
camelid,bias,FUBAR1,30,0.081373321444125,0.523097143624381,0.381978409174346,0.142089776170694,dN
camelid,bias,FUBAR1,31,0.084187123444125,0.619622710675195,0.314127761089437,0.0934439510995432,dN
camelid,bias,FUBAR1,32,0.142208803444125,0.481232413042803,0.489174570894986,0.223068039425379,dN
camelid,bias,FUBAR1,33,0.141364341444125,0.57525449091221,0.404586646892017,0.14568738722936,dN
camelid,bias,FUBAR1,34,0.127877978444125,0.43893268937848,0.495258203803122,0.23359773955443,dN
camelid,bias,FUBAR1,35,0.130913869444125,0.570276964396292,0.362292113751578,0.116445596299433,dN
camelid,bias,FUBAR1,36,0.135316970444125,0.487812899228694,0.394387021625273,0.13918426309561,dN
camelid,bias,FUBAR1,37,0.126788976444125,0.399145487534985,0.534741539148067,0.275296641887287,dN
camelid,bias,FUBAR1,38,0.120946283444125,0.610223787334855,0.408056922494314,0.151152097585872,dN
camelid,bias,FUBAR1,39,0.095533534444125,0.466853045568095,0.424520758395632,0.174287543329574,dN
camelid,bias,FUBAR1,40,0.142692277444125,0.461042810511872,0.43406543280993,0.170963652399319,dN
camelid,bias,FUBAR1,41,0.151389174444125,0.248441008858638,0.653072757546755,0.406333233714378,dN
camelid,bias,FUBAR1,42,0.147865776444125,0.482638949376682,0.499154278385521,0.231179427919644,dN
camelid,bias,FUBAR1,43,0.141176281444125,0.629937719163887,0.319040767301295,0.0835167205912416,dN
camelid,bias,FUBAR1,44,0.075524498444125,0.629357303486993,0.324307152179073,0.101103875557398,dN
camelid,bias,FUBAR1,45,0.160797816444125,0.456080495433864,0.529575433023817,0.259244328384224,dN
camelid,bias,FUBAR1,46,0.090381436444125,0.731457641048819,0.280391521551644,0.0697902170326955,dN
camelid,bias,FUBAR1,47,0.151718937444125,0.370599546258721,0.524265998536816,0.255693164352408,dN
camelid,bias,FUBAR1,48,0.134176951444125,0.509516360174509,0.399474630926673,0.144306169247478,dN
camelid,bias,FUBAR1,49,0.135104730444125,0.511134804297932,0.400658927517138,0.145054985604752,dN
camelid,bias,FUBAR1,50,0.128574890444125,0.507117461065367,0.336373535069517,0.0954771508276307,dN
camelid,bias,FUBAR2,1,0.210133588444125,0.604160559686392,0.425628616350105,0.13786904916417,dN
camelid,bias,FUBAR2,2,0.138840376444125,0.468644505321934,0.531522302122575,0.267265855359089,dN
camelid,bias,FUBAR2,3,0.113897577444125,0.308018939469177,0.481852572522834,0.216101324658049,dN
camelid,bias,FUBAR2,4,0.089590567444125,0.604284539423623,0.338815006712277,0.108789989616159,dN
camelid,bias,FUBAR2,5,0.274489119444125,0.451635775490432,0.583234145215981,0.269584627972194,dN
camelid,bias,FUBAR2,6,0.143727999444125,0.488625609488228,0.392958945159827,0.135501137822898,dN
camelid,bias,FUBAR2,7,0.100167101444125,0.45473103948784,0.459906201621937,0.205554981686153,dN
camelid,bias,FUBAR2,8,0.095544319444125,0.493065642158846,0.388303689863448,0.144036298141833,dN
camelid,bias,FUBAR2,9,0.213874986444125,0.329945075338916,0.60720462140997,0.32815021511548,dN
camelid,bias,FUBAR2,10,0.096739009444125,0.437524863692936,0.442418058145887,0.18951539101983,dN
camelid,bias,FUBAR2,11,0.102563526444125,0.486141281958578,0.395037476172681,0.147948418563652,dN
camelid,bias,FUBAR2,12,0.255720051444125,0.219706502320116,0.866534975758397,0.697024015743792,dN
camelid,bias,FUBAR2,13,0.236972671444125,0.549949464568391,0.547442427771976,0.241149894350933,dN
camelid,bias,FUBAR2,14,0.067857479444125,0.586425031190789,0.337080600640221,0.111228541794163,dN
camelid,bias,FUBAR2,15,0.159781585444125,0.346300696093704,0.749725580432797,0.546265592240932,dN
camelid,bias,FUBAR2,16,0.169972904444125,0.581352760199597,0.429158935680194,0.156429391820557,dN
camelid,bias,FUBAR2,17,0.166968520444125,0.498372821172279,0.468406502590501,0.19516664553144,dN
camelid,bias,FUBAR2,18,0.097054160444125,0.503913014399572,0.352275389245609,0.115471797116638,dN
camelid,bias,FUBAR2,19,0.171706130444125,0.453789887719726,0.630429951187231,0.370243323161024,dN
camelid,bias,FUBAR2,20,0.280986825444125,0.503253734088749,0.567315680090316,0.245265773691227,dN
camelid,bias,FUBAR2,21,0.112402310444125,0.309190872890367,0.517957899127699,0.255499506706308,dN
