ntaxa,bl,method,rep,biastype,estbias,r,rmsd,resvar
128,0.0025,FEL1,31,bias,0.278908634098718,0.613128980697439,0.803553949055411,0.622594153046468
128,0.0025,FEL1,31,nobias,0.129828730618497,0.980877942783756,0.378732016191812,0.0152637368212283
128,0.0025,FEL1,32,bias,1.49435691353994,0.999993919391024,3.10513390198431,0.000170473379872061
128,0.0025,FEL1,32,nobias,0.327060760433205,0.445115425720658,0.923686688510874,0.760661741334405
128,0.0025,FEL1,33,bias,0.389948138683843,0.955674148928982,1.11178534163012,0.141086176598855
128,0.0025,FEL1,33,nobias,0.548855056910779,0.62262697073598,1.13251119524266,1.12794953883657
128,0.0025,FEL1,34,bias,0.622764496018308,0.834842947553954,1.43187707277759,0.702215687566008
128,0.0025,FEL1,34,nobias,0.662751911308374,0.698500879259632,1.36369778743327,1.01947745073813
128,0.0025,FEL1,35,bias,1.00541751548593,0.805496616265383,2.1788248281058,2.23298959651164
128,0.0025,FEL1,35,nobias,0.589633577493311,0.611372634612195,1.14842428911118,0.916946427150448
128,0.0025,FEL1,36,nobias,0.353622768544347,0.630783553088267,0.844005550553549,0.553051972197957
128,0.0025,FEL1,37,bias,0.060513897968653,1,0.242055591874602,2.02519787637794e-30
128,0.0025,FEL1,37,nobias,0.790626483008451,0.559277704048075,1.43031232127215,1.49968437055716
128,0.0025,FEL1,38,nobias,0.988384848179529,0.647025155780091,2.06306025245208,3.04265829354502
128,0.0025,FEL1,39,nobias,1.63277649619177,1,3.26555299238352,7.61497292571158e-29
128,0.0025,FEL1,40,bias,0.306773326574106,0.863674074840015,0.782430114619121,0.211252285985489
128,0.0025,FEL1,40,nobias,0.220609919019363,0.687764904292552,0.631589621073292,0.388876447976024
128,0.0025,FEL1,41,bias,0.290807519100957,0.995677772948262,0.742461686601733,0.00538787465478248
128,0.0025,FEL1,41,nobias,0.721147272784739,0.582254820975803,1.90464265575985,2.62655551831313
128,0.0025,FEL1,42,bias,0.255053670219092,1,0.80655052347778,1.06407629427395e-30
128,0.0025,FEL1,42,nobias,0.371480129464889,0.733767311699869,0.855953574668302,0.390139123970524
128,0.0025,FEL1,43,bias,2.19881003527366,0.965833487550952,7.19669802175106,4.30692787009633
128,0.0025,FEL1,43,nobias,0.166125494690344,0.651726490676601,0.632323719932867,0.354340594741091
128,0.0025,FEL1,44,bias,0.225455201935226,1,0.747750311852944,2.98870088614332e-30
128,0.0025,FEL1,44,nobias,0.481255405760375,0.711811204337455,1.03919142007426,0.509184203802324
128,0.0025,FEL1,45,bias,2.13112302444103,0.629792976933604,3.86458023229411,12.915442375876
128,0.0025,FEL1,45,nobias,0.427749322723862,0.86361428853129,0.801515491060266,0.176208721657957
128,0.0025,FEL1,46,bias,0.265894128763399,1,0.958694915101251,3.06439965987665e-30
128,0.0025,FEL1,46,nobias,0.536282078323952,0.765901688363626,1.23844961250361,0.715411350962683
128,0.0025,FEL1,47,bias,0.378881336509259,0.870269558655012,1.25043511787463,1.42036117425024
128,0.0025,FEL1,47,nobias,0.290968505201939,0.931306851244186,0.769834047752051,0.0885790733407475
128,0.0025,FEL1,48,bias,0.376031282847825,0.980288906323298,1.20331878525937,0.10263199358574
128,0.0025,FEL1,48,nobias,0.357018758924323,0.863282688052855,0.80448122015203,0.169419157264533
128,0.0025,FEL1,49,bias,0.629238626546009,0.857839119464107,1.41979866222077,0.652559898361854
128,0.0025,FEL1,49,nobias,0.142795016352262,1,0.534290027728936,1.90179162241758e-30
128,0.0025,FEL1,50,bias,0.379139389122652,0.618616078537816,0.864809550877718,0.568285495919335
128,0.0025,FEL1,50,nobias,0.389784701081315,0.980472234281095,1.02697547771179,0.0503489177427311
128,0.0025,FEL2,1,bias,0.033087741127809,0.985178271340691,0.0906183850031214,0.000319817769300775
128,0.0025,FEL2,1,nobias,-0.0852397391121871,0.980693678786416,0.246213396043813,0.00126520282980528
128,0.0025,FEL2,2,bias,-0.140087697164558,0.566130554749828,0.71355434339794,0.0408191204393651
128,0.0025,FEL2,2,nobias,-0.0766890372792213,0.777467200782162,0.353584223411963,0.00462088216901434
128,0.0025,FEL2,3,bias,-0.108161357471681,0.364160756751579,0.579962632086707,0.0227477254682514
128,0.0025,FEL2,3,nobias,-0.551384125449005,0.899423017690514,2.07929827561273,0.0584074380638181
128,0.0025,FEL2,4,bias,-0.0322644762682777,0.941094403263899,0.207370898414566,0.00877311650993201
128,0.0025,FEL2,4,nobias,-0.241309434251463,0.91305869121759,0.504705697445704,0.0132566606812416
128,0.0025,FEL2,5,bias,0.0637995586321885,0.93534961540531,0.157912085853068,0.00389324519750995
128,0.0025,FEL2,5,nobias,-0.0694423458004236,0.901953454523499,0.240230212195511,0.0118278466033912
128,0.0025,FEL2,6,bias,0.0499579437498452,1,0.157980889468084,6.33149469217304e-33
128,0.0025,FEL2,6,nobias,0.0119404278510941,1,0.0462450782138788,2.48148665911432e-34
128,0.0025,FEL2,7,nobias,0.0488881772645415,0.942438850015111,0.133887975788162,0.00272323226011241
128,0.0025,FEL2,8,bias,-0.0510395849105685,0.704064906885091,0.555755159894736,0.0558502309124368
128,0.0025,FEL2,8,nobias,0.0346112380502362,0.988376365029198,0.111686354607116,0.000505958718395355
128,0.0025,FEL2,9,bias,-0.0475524344440305,0.542413508816692,0.349729422542804,0.027470048624215
128,0.0025,FEL2,9,nobias,-0.313336078015325,0.64350206928465,0.893194877555164,0.0242414091129851
128,0.0025,FEL2,10,bias,382724.581645102,0.802305482297481,Inf,Inf
128,0.0025,FEL2,10,nobias,0.0182935790672335,0.930438046336307,0.0706737627060872,0.00555338975744782
128,0.0025,FEL2,11,bias,0.0486828301500512,0.815490181424529,0.127602748316118,0.00765353045460833
128,0.0025,FEL2,11,nobias,0.0168150749707689,1,0.0557692944997367,0
128,0.0025,FEL2,12,bias,-0.470672280399731,0.297092196692862,2.14348547498693,0.14860068404027
128,0.0025,FEL2,12,nobias,-0.0271195010007151,0.882865380739299,0.125851111866323,0.00765027813116206
128,0.0025,FEL2,13,bias,0.0252554261191156,1,0.0757662783573467,4.81482486096809e-34
128,0.0025,FEL2,13,nobias,0.0573520424460535,0.99142390666784,0.109945671559293,0.000372243234964763
128,0.0025,FEL2,14,bias,0.0708767450953091,0.994023936431185,0.208724282940758,0.00144502745640825
128,0.0025,FEL2,15,bias,0.0223533684755378,0.547677848595727,0.203522998391449,0.0385836445505338
128,0.0025,FEL2,15,nobias,-0.175336758243593,0.93336523428096,0.585758015635947,0.00234535284373533
128,0.0025,FEL2,16,bias,0.0368123890920972,0.937783701835748,0.0789754290485255,0.00318455265638734
128,0.0025,FEL2,16,nobias,0.011620792720128,0.565431722163163,0.127576808124881,0.0121710182010294
128,0.0025,FEL2,17,bias,-0.0953009597148554,0.644190782351337,0.384999067561517,0.0192954312657409
128,0.0025,FEL2,17,nobias,-0.0974850354329832,0.613951313229987,0.482616599065906,0.0292562134150321
128,0.0025,FEL2,18,bias,-0.0371947981393588,1,0.105202775956821,6.41976648129079e-34
128,0.0025,FEL2,18,nobias,-0.143386374069941,0.810148420697255,0.619082511791131,0.0200338105967057
128,0.0025,FEL2,19,bias,0.0145963932096735,1,0.0505633892928157,1.08333559371782e-35
128,0.0025,FEL2,19,nobias,32022617015723.8,0.869054905990047,Inf,Inf
128,0.0025,FEL2,20,bias,0.00121775363925151,0.950075303727269,0.0886183249417663,0.00690124793806323
128,0.0025,FEL2,20,nobias,0.0058518662881587,1,0.0218956787235024,2.6782463289135e-34
128,0.0025,FEL2,21,bias,0.0510629794189981,0.949379519213334,0.117227502421361,0.00850305350808936
128,0.0025,FEL2,21,nobias,-0.0131792551739525,1,0.0543394611491743,8.3296470094748e-34
128,0.0025,FEL2,22,bias,0.0159222146336591,1,0.0616664721109019,2.17778232173018e-33
128,0.0025,FEL2,22,nobias,-0.0140893377062535,0.781287955348814,0.126843955228405,0.00892603763173784
128,0.0025,FEL2,23,bias,0.0121221399349263,1,0.0419923245275039,0
128,0.0025,FEL2,23,nobias,-0.00741566100989266,0.614258918715156,0.144390394115955,0.0140600633761473
128,0.0025,FEL2,24,bias,0.0586288942992925,0.17307967247973,0.475241054857653,0.186429058710092
128,0.0025,FEL2,24,nobias,-0.330677184913716,0.835461815763164,1.13954372713035,0.024876870945831
128,0.0025,FEL2,25,bias,0.0196605810644118,0.943351485579609,0.126086327730944,0.0154870799473174
128,0.0025,FEL2,26,nobias,-0.364990268235846,0.426535530220888,1.35966842049413,0.0242792241269207
128,0.0025,FEL2,27,bias,0.0209020972778932,1,0.0724069889401164,1.92592994438724e-34
128,0.0025,FEL2,27,nobias,0.0121232473049931,0.987104795189048,0.0348339088952021,0.000113540103958347
128,0.0025,FEL2,28,bias,0.0247013586099708,0.93399412765365,0.0722890287663269,0.00258490288718545
128,0.0025,FEL2,29,bias,0.0717958193462502,0.429200606464589,0.296047360055115,0.0983297198613743
128,0.0025,FEL2,29,nobias,-0.111727661272446,0.684291218735215,0.587326613500797,0.109380985453874
128,0.0025,FEL2,30,nobias,0.0184918674545174,1,0.0666733762863461,1.12054105855257e-33
128,0.0025,FEL2,31,bias,-0.15806201299608,0.811810781625612,0.622453115906719,0.00512974547619965
128,0.0025,FEL2,31,nobias,-0.0406461412107683,0.976022609842568,0.134117572640322,0.000863443946984232
128,0.0025,FEL2,32,bias,-0.0765890200428526,0.987081504329196,0.143423945760034,0.00411266810475579
128,0.0025,FEL2,32,nobias,0.0224084865766355,0.343124886932738,0.198211297624732,0.0343232841597278
128,0.0025,FEL2,33,bias,0.0283601514938224,0.965875985927346,0.0789238964069049,0.00344380297959926
128,0.0025,FEL2,33,nobias,-0.115681315390494,0.656159051353659,0.456077595404176,0.0146500484552305
128,0.0025,FEL2,34,bias,0.127290164495331,0.719590893354095,0.408143094536634,0.133583085725887
128,0.0025,FEL2,34,nobias,0.058487646091452,0.76910806713913,0.160829441541076,0.0253700514963005
128,0.0025,FEL2,35,bias,-0.0705139132881748,0.877310848430874,0.274408482048805,0.0322256826248456
128,0.0025,FEL2,35,nobias,0.0115979276090883,0.399988764407437,0.300191992688861,0.0679867009541309
128,0.0025,FEL2,36,nobias,0.0293535833447419,0.570225244005287,0.250758565572247,0.0547595318281679
128,0.0025,FEL2,37,bias,-0.0355430666485725,1,0.14217226659429,2.00610537622389e-33
128,0.0025,FEL2,37,nobias,-0.0953424055364375,0.677495430691096,0.305616833675883,0.014509465957513
128,0.0025,FEL2,38,nobias,-0.0372485894487996,0.683899972782124,0.439848851741337,0.0868867857751128
128,0.0025,FEL2,39,nobias,0.0157543659331889,1,0.0315087318663779,1.56481807981463e-33
128,0.0025,FEL2,40,bias,-0.00865190530240879,0.884266425431644,0.072396827691501,0.00245787220496622
128,0.0025,FEL2,40,nobias,-0.0743772321389804,0.719221641821057,0.4017103442392,0.012462833883965
128,0.0025,FEL2,41,bias,0.0173281119095411,0.994908300226622,0.0442319927673862,8.52917116892811e-05
128,0.0025,FEL2,41,nobias,0.0315460295390469,0.60986499020564,0.120383187521201,0.0161183572553875
128,0.0025,FEL2,42,bias,0.00706294751393937,1,0.0223350011382723,4.27315706410918e-34
128,0.0025,FEL2,42,nobias,0.0178206915752299,0.364737373053468,0.169252535695889,0.0285469617334912
128,0.0025,FEL2,43,bias,0.010311364867655,0.956147276240705,0.221728676608958,0.0403864585241254
128,0.0025,FEL2,43,nobias,-0.145014069429838,0.799232405969012,0.616861509377215,0.0107517783790122
128,0.0025,FEL2,44,bias,-0.0109184404616153,1,0.0362123703070127,0
128,0.0025,FEL2,44,nobias,0.0520013440306119,0.726900957022999,0.136176420047803,0.0144009930551752
128,0.0025,FEL2,45,bias,-0.417645745773703,0.574043746172724,1.52628644249953,0.188785385278581
128,0.0025,FEL2,45,nobias,0.0263984263145074,0.824482396606789,0.109967589556285,0.0122759621528193
128,0.0025,FEL2,46,bias,-0.10359989185854,1,0.373534722228491,1.810374147724e-32
128,0.0025,FEL2,46,nobias,0.0924252044092785,0.546238992923477,0.396164725289566,0.160375321379648
128,0.0025,FEL2,47,bias,-0.572637687765201,0.952000589751537,2.0134581132853,0.0272435644083198
128,0.0025,FEL2,47,nobias,0.0409071457034382,0.98379426493464,0.109012830323804,0.000812149590765154
128,0.0025,FEL2,48,bias,0.0411182602726193,0.999930673076215,0.152634593345462,4.46304183699333e-05
128,0.0025,FEL2,48,nobias,0.0305007660733738,0.935199723436625,0.10124481119833,0.00271903582657955
128,0.0025,FEL2,49,bias,-0.00786202508055272,0.884334293049963,0.0755027274594083,0.00436632723096197
128,0.0025,FEL2,49,nobias,-0.0120503827879222,1,0.0450884037718826,2.56790659251631e-34
128,0.0025,FEL2,50,bias,0.00108376466471208,0.679706853075931,0.160603187486165,0.0117307978131727
128,0.0025,FEL2,50,nobias,0.0702936846917056,0.993931230784307,0.185742395224432,0.00121722838913046
128,0.0025,FUBAR1,1,bias,0.602317640130108,0.969900819747119,0.616228040066328,0.00139281454691835
128,0.0025,FUBAR1,1,nobias,0.532855994142359,0.916929053140961,0.563664683340375,0.0131379042650605
128,0.0025,FUBAR1,2,bias,0.386347046526435,0.548485868208352,0.791224794389845,0.0633484299664321
128,0.0025,FUBAR1,2,nobias,0.4774067129079,0.841098882172996,0.562253978992125,0.0084595659126499
128,0.0025,FUBAR1,3,bias,0.518941377417113,0.428541307463153,0.755823633140517,0.0482798101843455
128,0.0025,FUBAR1,3,nobias,0.111610926427696,0.83706194158729,1.88433798507913,0.188640412939235
128,0.0025,FUBAR1,4,bias,0.551855186025592,0.778357460181307,0.615145475895506,0.0600547199157029
128,0.0025,FUBAR1,4,nobias,0.327130663466944,0.914732231722667,0.544357691876892,0.0139937214124227
128,0.0025,FUBAR1,5,bias,0.695905487836668,0.919462696679549,0.76511027325017,0.0207353489494347
128,0.0025,FUBAR1,5,nobias,0.578489043871326,0.979792975890475,0.60535741903289,0.0148429028791705
128,0.0025,FUBAR1,6,bias,0.645045683108632,0.997456135522834,0.684434580955025,0.000339906383308524
128,0.0025,FUBAR1,6,nobias,0.530148161973237,0.989667983495474,0.537889764997657,0.000323047552769231
128,0.0025,FUBAR1,7,nobias,0.617623628957234,0.779292345645163,0.633988270892739,0.0115556514094339
128,0.0025,FUBAR1,8,bias,0.510414277670483,0.970421332008402,0.542231441305704,0.0275217641848109
128,0.0025,FUBAR1,8,nobias,0.508142674941681,0.991235711350433,0.51799324175734,0.00035256794696633
128,0.0025,FUBAR1,9,bias,0.532374048259302,0.56708426420188,0.630335736997956,0.0441101952947868
128,0.0025,FUBAR1,9,nobias,0.255472900833832,0.551982430010073,0.856078699826297,0.0760430236155258
128,0.0025,FUBAR1,10,bias,0.907136679220578,0.907000614955853,1.15593420226667,0.161868749879961
128,0.0025,FUBAR1,10,nobias,0.646324785768881,0.908715643321884,0.673858405460888,0.0246478987303168
128,0.0025,FUBAR1,11,bias,0.702975998024028,0.742644020786748,0.873978246298824,0.15133025049154
128,0.0025,FUBAR1,11,nobias,0.561655322362407,0.988582138313317,0.569960405324818,0.0004426561036
128,0.0025,FUBAR1,12,bias,0.0731069166791663,0.28304433058236,2.10051194372885,0.132910974393813
128,0.0025,FUBAR1,12,nobias,0.565372749579602,0.869691867456437,0.578332093601728,0.0147967133996853
128,0.0025,FUBAR1,13,bias,0.665137324081753,0.991810146162198,0.681484505364602,0.000749515814275781
128,0.0025,FUBAR1,13,nobias,0.778188748401885,0.969167807629764,0.816147590453266,0.00648659823693741
128,0.0025,FUBAR1,14,bias,0.768109375589476,0.999885064831684,1.14712155672297,0.000253680696288657
128,0.0025,FUBAR1,15,bias,0.851819192332941,0.272934851522243,1.17072344814888,0.788062676828329
128,0.0025,FUBAR1,15,nobias,0.494192961652388,0.693730631181752,0.720695542565554,0.0434165139615657
128,0.0025,FUBAR1,16,bias,0.762953424006504,0.963813784413959,0.803973963916372,0.0102406873916847
128,0.0025,FUBAR1,16,nobias,0.568315336288032,0.45577349748434,0.603777379890853,0.0458095703502228
128,0.0025,FUBAR1,17,bias,0.69627294520962,0.790146101670964,0.751575514252163,0.0796180768527963
128,0.0025,FUBAR1,17,nobias,0.409779761899212,0.551558083352664,0.637003421843301,0.03279669624818
128,0.0025,FUBAR1,18,bias,0.989734585757553,0.999931376763754,1.38486827702071,0.000381402201860851
128,0.0025,FUBAR1,18,nobias,0.456144373894329,0.650853549958288,0.743741930591665,0.139521283220907
128,0.0025,FUBAR1,19,bias,0.616877184027507,0.99833842911517,0.643581288502913,0.000162575535182171
128,0.0025,FUBAR1,19,nobias,0.812545990160105,0.940555735967835,0.937437551572695,0.0549252135057855
128,0.0025,FUBAR1,20,bias,0.780882821284056,0.98969141617522,0.876270474714741,0.0114175925731007
128,0.0025,FUBAR1,20,nobias,0.597306462453576,0.988999433288083,0.616536322433502,0.00110469615166667
128,0.0025,FUBAR1,21,bias,0.68378541682424,0.943625371176689,0.712903356724994,0.0182878156880982
128,0.0025,FUBAR1,21,nobias,0.500976968305518,0.986240806333218,0.504669711786565,0.00036727965065
128,0.0025,FUBAR1,22,bias,0.651252669187689,0.999323392923475,0.796478665148037,0.000357050423346367
128,0.0025,FUBAR1,22,nobias,0.601869333637865,0.386236449344263,0.689791015191118,0.123436743172985
128,0.0025,FUBAR1,23,bias,0.648882238606207,0.994639132578488,0.683391484215791,0.000771433151380691
128,0.0025,FUBAR1,23,nobias,0.563909186226338,0.835983644769417,0.572508794409313,0.00910412658309434
128,0.0025,FUBAR1,24,bias,1.2382185384195,0.0300605160387028,2.18058459049076,3.77544651580102
128,0.0025,FUBAR1,24,nobias,0.270479332297576,0.925817224307715,0.933586653369496,0.0349799025655599
128,0.0025,FUBAR1,25,bias,0.663145293605543,0.925143313145066,0.732638222525221,0.0662282770402119
128,0.0025,FUBAR1,26,nobias,0.169694241044364,0.511751737417147,1.29617365960849,0.0292886921108661
128,0.0025,FUBAR1,27,bias,0.596903164079093,0.998485378689157,0.614930797636354,0.000135701450735581
128,0.0025,FUBAR1,27,nobias,0.557453812033753,0.981680711068589,0.567165486115043,0.000746726722102817
128,0.0025,FUBAR1,28,bias,0.562301454401419,0.975216721119659,0.575388022155293,0.00213034082939872
128,0.0025,FUBAR1,29,bias,0.791662146672025,0.769534473345495,0.846483155370103,0.0859397979822063
128,0.0025,FUBAR1,29,nobias,0.534420190979522,0.545615054051696,0.986535404387999,0.71251913623618
128,0.0025,FUBAR1,30,nobias,0.574490237849176,0.989820144461756,0.58601277648335,0.000437504656727272
128,0.0025,FUBAR1,31,bias,0.390184448083699,0.51859882899631,0.715725966165399,0.0729852146601795
128,0.0025,FUBAR1,31,nobias,0.495424929609417,0.815645440261902,0.517748342497813,0.00955644523332852
128,0.0025,FUBAR1,32,bias,1.03248658283813,0.970220592011642,1.47181182703199,0.178134742022974
128,0.0025,FUBAR1,32,nobias,0.574563258462525,0.324852950507825,0.662515278826877,0.119680960073349
128,0.0025,FUBAR1,33,bias,0.595772138648711,0.997694528138222,0.637519202387596,0.00076996751588462
128,0.0025,FUBAR1,33,nobias,0.567169587604977,0.71770948074538,0.677311092207599,0.0557762823406667
128,0.0025,FUBAR1,34,bias,0.645887345703006,0.809626804169167,0.720778291335805,0.0775212699667748
128,0.0025,FUBAR1,34,nobias,0.727834457359143,0.740671815148994,0.854030582567146,0.168545617194154
128,0.0025,FUBAR1,35,bias,0.929373432074156,0.636313046928003,1.73403359586745,2.1155093467042
128,0.0025,FUBAR1,35,nobias,0.525127037186236,0.532697401391919,0.580296836440921,0.0382242952544465
128,0.0025,FUBAR1,36,nobias,0.490564142504139,0.657515683387736,0.531869946398429,0.0293811088778457
128,0.0025,FUBAR1,37,bias,0.514134474761941,0.995963379052942,0.519397354843661,0.000164624025366942
128,0.0025,FUBAR1,37,nobias,0.531734946226952,0.431099698178475,0.643390840042023,0.0861756065075025
128,0.0025,FUBAR1,38,nobias,0.731777504203194,0.57296036259905,1.05890476906302,0.664474567419532
128,0.0025,FUBAR1,39,nobias,0.744938898102089,0.995830526804519,0.76917547126042,0.00107490939700001
128,0.0025,FUBAR1,40,bias,0.570630719325687,0.836077366891464,0.576351080680418,0.00707211628424825
128,0.0025,FUBAR1,40,nobias,0.459108538822411,0.623151850606314,0.611326506948943,0.0215255422455345
128,0.0025,FUBAR1,41,bias,0.641201805349165,0.975960179767139,0.664647853919015,0.0026609951947605
128,0.0025,FUBAR1,41,nobias,0.883651042575057,0.387679125760189,1.31098040389237,1.02539862173506
128,0.0025,FUBAR1,42,bias,0.588180579110788,0.993525075960724,0.594567461206499,0.000263035972600358
128,0.0025,FUBAR1,42,nobias,0.561230517259015,0.685865099734112,0.574938218452027,0.0179522322890924
128,0.0025,FUBAR1,43,bias,2.50978629189666,0.948245417415207,7.03784773772961,5.96891570814218
128,0.0025,FUBAR1,43,nobias,0.371955883962933,0.616495523204216,0.738705906612771,0.0165432799588376
128,0.0025,FUBAR1,44,bias,0.564733853699783,0.993293547935805,0.571190903673742,0.0004531618944662
128,0.0025,FUBAR1,44,nobias,0.587118000951093,0.513949246052315,0.671847540287257,0.102902341511925
128,0.0025,FUBAR1,45,bias,0.712434773850682,0.628791438874161,1.50821844358353,1.34708228514825
128,0.0025,FUBAR1,45,nobias,0.53172875287821,0.884974866704669,0.538563035372192,0.00762151749678689
128,0.0025,FUBAR1,46,bias,0.632423182335231,0.99996474535763,0.668971819660425,5.05093521881022e-05
128,0.0025,FUBAR1,46,nobias,0.576377801996035,0.71496350780034,0.608388422476534,0.0416834876006793
128,0.0025,FUBAR1,47,bias,0.253722323031168,0.94788736651729,1.33345641601227,0.173907356481997
128,0.0025,FUBAR1,47,nobias,0.579995927761648,0.940154078942065,0.587907986117303,0.00262365701227595
128,0.0025,FUBAR1,48,bias,0.790615642080581,0.999418787361509,1.27714874050201,0.00255320353818996
128,0.0025,FUBAR1,48,nobias,0.612482810432313,0.932217820973698,0.63733962744582,0.00713107590389096
128,0.0025,FUBAR1,49,bias,0.62991354328911,0.783722743839251,0.649170856741717,0.0292739324376968
128,0.0025,FUBAR1,49,nobias,0.541987195038239,0.989142530564841,0.542312615934693,0.000380050134410256
128,0.0025,FUBAR1,50,bias,0.549977164291206,0.559542187142584,0.582996138031695,0.0287006918520795
128,0.0025,FUBAR1,50,nobias,0.680564037240145,0.973734070299885,0.869940520271248,0.0258822385025403
128,0.0025,FUBAR2,1,bias,0.158976597408003,0.297288586606682,0.16548740552577,0.00243530218385901
128,0.0025,FUBAR2,1,nobias,0.00526064744480625,0.953488570973266,0.265631583923544,0.00199915381762406
