ntaxa,bl,method,rep,biastype,pitype,estbias,r,rmsd,resvar
128,0.0025,FEL1,6,nobias,equalpi,0.575104804964652,0.372103018160255,1.45129877550624,1.81706894359698
128,0.0025,FEL1,6,nobias,unequalpi,0.444975683491378,0.389281036291463,0.98660600216643,0.819881914661773
128,0.0025,FEL1,7,bias,equalpi,0.710862354405996,0.041103325357938,1.25902764708767,1.11673836961608
128,0.0025,FEL1,7,bias,unequalpi,1.29712897367702,0.37927784521515,2.32684679108725,3.70738680519788
128,0.0025,FEL1,7,nobias,equalpi,2.18665249325279,0.565043517248275,3.67565281948443,7.15899819194466
128,0.0025,FEL1,7,nobias,unequalpi,1.24102876618681,0.557269517163169,2.13751461430479,2.54327237955939
128,0.0025,FEL1,8,bias,equalpi,2.39125264395315,0.242538386696063,3.39243053658569,6.13981208598103
128,0.0025,FEL1,8,bias,unequalpi,0.43657064294372,0.294942755930569,1.24274945315039,1.41746963826908
128,0.0025,FEL1,8,nobias,equalpi,1.35988660875312,0.251331748566642,2.23459170023737,3.33153930435963
128,0.0025,FEL1,8,nobias,unequalpi,0.275197654297908,0.286685463017731,0.892070550377358,0.767978759092721
128,0.0025,FEL1,9,bias,equalpi,6.85946142891624,0.429333272333543,7.83699771487797,13.5796149988133
128,0.0025,FEL1,9,bias,unequalpi,1.30358890029751,0.672842183733684,2.28168805617938,2.55430930606655
128,0.0025,FEL1,9,nobias,equalpi,1.03185073819969,0.356884025127925,2.08183219746267,3.37114186393872
128,0.0025,FEL1,9,nobias,unequalpi,1.0940277501991,0.164742079934142,1.88088541368584,2.48205765872556
128,0.0025,FEL1,10,bias,equalpi,1.39295186315731,0.529956889315797,2.22596475365533,2.7598440110576
128,0.0025,FEL1,10,bias,unequalpi,1.30891650769695,0.167698140228113,2.16301389575093,3.26793503397018
128,0.0025,FEL1,10,nobias,equalpi,1.18676961101625,0.289302411343139,1.76970448339115,1.83823620724122
128,0.0025,FEL1,10,nobias,unequalpi,1.40661463578063,0.368431897128595,2.12555361902353,2.6011183702465
128,0.0025,FEL1,11,bias,equalpi,1.32061141741669,0.68034440889969,2.03525644858968,1.68024230080842
128,0.0025,FEL1,11,bias,unequalpi,0.737346798861651,-0.0459321311663625,1.57908125796936,2.00021021577613
128,0.0025,FEL1,11,nobias,equalpi,4.55033101379903,0.334193800419575,6.46781576876009,21.3406678141249
128,0.0025,FEL1,11,nobias,unequalpi,1.69253066124079,0.289973821539643,2.69479212357865,4.54628514632057
128,0.0025,FEL1,12,bias,equalpi,2.95412539927681,0.107325064118984,3.93161701921939,7.43904364746123
128,0.0025,FEL1,12,bias,unequalpi,1.99672802293333,0.337886626280226,3.39302182816657,7.55124540270016
128,0.0025,FEL1,12,nobias,equalpi,1.16925343452246,0.171659298016077,1.91766412115453,2.44594099535326
128,0.0025,FEL1,12,nobias,unequalpi,1.27782535963267,0.429794664435912,2.02897609909751,2.42233055817411
128,0.0025,FEL1,13,bias,equalpi,1.15463061735987,0.266274847063788,1.91343888347108,2.4927379938067
128,0.0025,FEL1,13,bias,unequalpi,2.39308198468554,0.146336509304871,3.41504203254805,6.41543224983469
128,0.0025,FEL1,13,nobias,equalpi,1.23715861165433,0.403910460830352,1.99607627383477,2.43157687291553
128,0.0025,FEL1,13,nobias,unequalpi,3.17811722259933,0.284262681640028,3.86728003973464,5.04274520605877
128,0.0025,FEL1,14,bias,equalpi,4.56293428041403,0.151456345974656,5.64974372152461,12.0304512650754
128,0.0025,FEL1,14,bias,unequalpi,0.956828618952621,0.331416786654815,1.79589644289817,2.39189438473031
128,0.0025,FEL1,14,nobias,equalpi,0.311921136658086,0.0914117046970357,1.21866043853421,1.46247127790739
128,0.0025,FEL1,14,nobias,unequalpi,1.34424405042056,0.343638414567855,2.49400750648363,4.48620925576815
128,0.0025,FEL1,15,bias,equalpi,2.66136956599355,0.400099924881959,4.24857929302726,10.6970796944144
128,0.0025,FEL1,15,bias,unequalpi,1.4602971154017,-0.0145546457027193,2.15788204956501,2.62050111176035
128,0.0025,FEL1,15,nobias,equalpi,2.01600663480672,0.26061406651571,2.8927210265621,4.52251016868614
128,0.0025,FEL1,15,nobias,unequalpi,2.02118126890498,0.473773489210165,2.87478844278081,3.90350495575989
128,0.0025,FEL1,16,bias,equalpi,3.10656708156723,0.289651002690025,4.0865793123582,7.22947082090734
128,0.0025,FEL1,16,bias,unequalpi,2.61624903630948,0.382493963133326,4.15781944656222,10.7727761290197
128,0.0025,FEL1,16,nobias,equalpi,1.48562178719345,0.509800636727896,2.34897149675217,3.02800735789491
128,0.0025,FEL1,16,nobias,unequalpi,1.09381948781113,0.456005595694799,1.81748153653158,2.01272134535674
128,0.0025,FEL1,17,bias,equalpi,0.802023105920367,0.151129408597963,2.08578856573926,3.9529803430871
128,0.0025,FEL1,17,bias,unequalpi,2.58266058008094,0.257253787544299,3.30523456242397,4.53685001593353
128,0.0025,FEL1,17,nobias,equalpi,0.49121007651905,0.368626134820355,1.13720357535827,1.09400651193195
128,0.0025,FEL1,17,nobias,unequalpi,0.590102443087747,0.258981664078644,1.28516162298673,1.37995343694729
128,0.0025,FEL1,18,bias,equalpi,2.05305396527258,0.343430589819691,3.29628607382584,6.78300928636043
128,0.0025,FEL1,18,bias,unequalpi,3.05342455621548,0.477207775449719,4.5910903325273,10.5633842379856
128,0.0025,FEL1,18,nobias,equalpi,1.25336319083157,0.218031175058963,2.14642208770124,3.22685567023566
128,0.0025,FEL1,18,nobias,unequalpi,0.688945750826461,0.280641547784556,1.46264677580046,1.75270620657549
128,0.0025,FEL1,19,bias,equalpi,1.11925427707776,0.366278631124971,1.65295190260233,1.55321762166008
128,0.0025,FEL1,19,bias,unequalpi,1.42567984977783,0.478075269318672,2.35349688139269,3.34382667660561
128,0.0025,FEL1,19,nobias,equalpi,1.14312951586992,0.0887542861018793,1.85538939450785,2.24845227828915
128,0.0025,FEL1,19,nobias,unequalpi,3.52442610639908,0.298557270809778,4.85580439707898,11.2363415913279
128,0.0025,FEL1,20,bias,equalpi,1.58086323470123,0.216249699898251,2.63481714416904,4.70452944997791
128,0.0025,FEL1,20,bias,unequalpi,2.07482049675533,0.437789673350195,3.37583835219678,6.83536717979812
128,0.0025,FEL1,20,nobias,equalpi,0.780264448084841,0.0940840958544343,1.77470621588796,2.69350124075438
128,0.0025,FEL1,20,nobias,unequalpi,0.526901446488085,-0.0874634059559685,1.47657673198782,1.92343796202689
128,0.0025,FEL1,21,bias,equalpi,0.881646379165067,0.0743111433476631,1.88527962620265,2.94929827619058
128,0.0025,FEL1,21,bias,unequalpi,1.30985642988198,0.0606309718955815,1.87410043557076,1.97730694034881
128,0.0025,FEL1,21,nobias,equalpi,1.18445826299538,0.37548735285634,2.09563047783342,3.00003166429051
128,0.0025,FEL1,21,nobias,unequalpi,0.675016422523371,0.153676879302448,1.53840924506101,2.03763249766761
128,0.0025,FEL1,22,bias,equalpi,0.477476875242414,0.180261945111888,1.06869153363717,0.965888804358672
128,0.0025,FEL1,22,bias,unequalpi,0.768721573209142,0.231258238831536,1.81295019973961,2.91657058995266
128,0.0025,FEL1,22,nobias,equalpi,2.20123907145296,0.420779972341686,3.27157293387145,5.59228875848144
128,0.0025,FEL1,22,nobias,unequalpi,0.57561407873836,0.0919868899308837,1.32249341753067,1.49152114331635
128,0.0025,FEL1,23,bias,equalpi,6.0550110519045,0.0999029904438986,7.38040899910251,19.5464482252469
128,0.0025,FEL1,23,bias,unequalpi,0.982526171717557,0.503604400273296,1.80753786443877,2.2402458977792
128,0.0025,FEL1,23,nobias,equalpi,0.943436834964334,0.352823474278025,1.68111573330603,1.98763159841529
128,0.0025,FEL1,23,nobias,unequalpi,0.857086200494114,0.110202757044197,1.37822925035681,1.21083908033519
128,0.0025,FEL1,24,bias,equalpi,1.65631233801111,0.310172016514959,2.496346325641,3.6527016537755
128,0.0025,FEL1,24,bias,unequalpi,1.86355269397257,0.306185911064976,2.61895031441798,3.53313568082753
128,0.0025,FEL1,24,nobias,equalpi,2.33697255450144,0.201866560730954,3.18956041503532,5.1706699175892
128,0.0025,FEL1,24,nobias,unequalpi,0.873381878616759,0.269484669425022,1.43107554909949,1.36845743437609
128,0.0025,FEL1,25,bias,equalpi,1.41374784218078,0.421359666991378,2.08168829504179,2.35465273000964
128,0.0025,FEL1,25,bias,unequalpi,1.05735472667897,0.323403454486755,1.65099729159983,1.68904739701702
128,0.0025,FEL1,25,nobias,equalpi,0.912710888247205,0.264966992564712,1.54233077975996,1.62459655629957
128,0.0025,FEL1,25,nobias,unequalpi,1.0216708883047,0.205188732176834,1.84241897710141,2.49113196157495
128,0.0025,FEL1,26,bias,equalpi,1.95721434245035,-0.136522238919646,3.35736488396556,7.71105912045179
128,0.0025,FEL1,26,bias,unequalpi,0.880573335008243,0.392861645008524,1.64736073580978,2.00145280141919
128,0.0025,FEL1,26,nobias,equalpi,1.2469111297049,0.340311230099047,2.16235419159182,3.2242347671617
128,0.0025,FEL1,26,nobias,unequalpi,0.976004391749513,0.436429988146634,1.58940014668157,1.57464203908476
128,0.0025,FEL1,27,bias,equalpi,1.52204228149329,0.343363604524354,2.07157013592372,2.08367701608016
128,0.0025,FEL1,27,bias,unequalpi,1.4937281020501,0.0626290361521174,2.44948395663629,4.02076201906983
128,0.0025,FEL1,27,nobias,equalpi,1.97896999228949,-0.0213024635917411,2.82508749394179,4.35913400387318
128,0.0025,FEL1,27,nobias,unequalpi,1.16905491880261,0.403721596587678,2.01592370029875,2.64582197214237
128,0.0025,FEL1,28,bias,equalpi,1.53037520898986,0.419003766424798,2.70996526385591,4.79091200852899
128,0.0025,FEL1,28,bias,unequalpi,1.25384687375113,-0.0468870505845711,2.64761700603139,5.78127999500876
128,0.0025,FEL1,28,nobias,equalpi,1.56968733485484,0.29216973942568,2.37793328174925,3.28426891480531
128,0.0025,FEL1,28,nobias,unequalpi,0.887311399667663,0.373744455157292,1.59977187386173,1.81461452459474
128,0.0025,FEL1,29,bias,equalpi,1.37620394001741,0.00792504284916752,2.39348865202219,4.07873656270033
128,0.0025,FEL1,29,bias,unequalpi,2.06787226069553,0.0799860707286761,2.84127789911253,4.09022030162701
128,0.0025,FEL1,29,nobias,equalpi,1.44416918303295,0.129752161209,2.29892226362377,3.46095900799385
128,0.0025,FEL1,29,nobias,unequalpi,1.17617084006765,0.0967616782292049,1.94497898087605,2.54532725970723
128,0.0025,FEL1,30,bias,equalpi,0.913994105386414,0.538338590678781,1.52944755403545,1.40765375570902
128,0.0025,FEL1,30,bias,unequalpi,3.99360133002176,0.444307209132822,5.25066032482352,10.8317075411631
128,0.0025,FEL1,30,nobias,equalpi,0.912648736863342,0.380633181123548,1.81380321849317,2.43980181444229
128,0.0025,FEL1,30,nobias,unequalpi,0.805969679118746,0.235633831172946,1.52551371629803,1.78643477487655
128,0.0025,FEL1,31,bias,equalpi,1.18323869468581,0.248650716983121,2.2282341108274,3.84519437942206
128,0.0025,FEL1,31,bias,unequalpi,0.61686526722542,0.139539313220437,1.19591522273689,1.111850673535
128,0.0025,FEL1,31,nobias,equalpi,0.80431599953122,0.424206096084483,1.75533367024118,2.3878949417683
128,0.0025,FEL1,31,nobias,unequalpi,0.671387188445304,0.418847786381992,1.39557232723463,1.50533731125688
128,0.0025,FEL1,32,bias,equalpi,1.17501195850413,0.359472849748523,2.12498908066075,3.21072762272711
128,0.0025,FEL1,32,bias,unequalpi,2.71656101569307,0.606914914935627,3.49933150610205,3.84383398255708
128,0.0025,FEL1,32,nobias,equalpi,0.515694313678221,0.112852282955295,1.2830435026261,1.4523611579923
128,0.0025,FEL1,32,nobias,unequalpi,0.64944335779453,0.133281338665678,1.54689417479481,2.08207135077439
128,0.0025,FEL1,33,bias,equalpi,0.937815606718622,0.406231807976543,1.98566154519947,3.0834603382145
128,0.0025,FEL1,33,bias,unequalpi,0.946459944960954,0.395619586237598,1.69165989101644,1.97827016908587
128,0.0025,FEL1,33,nobias,equalpi,1.16344569922218,0.414410727968656,1.88847266160969,2.1704950485287
128,0.0025,FEL1,33,nobias,unequalpi,1.27663826877517,0.600230172593103,1.71760557319689,1.13890985666522
128,0.0025,FEL1,34,bias,equalpi,0.930623708485326,0.428209541457997,2.14299390724035,3.64021254006069
128,0.0025,FEL1,34,bias,unequalpi,0.709130444998075,0.415827752051138,1.43584883384063,1.56533437026526
128,0.0025,FEL1,34,nobias,equalpi,0.588025559390882,0.292722203289631,1.24973714297363,1.2793408401156
128,0.0025,FEL1,34,nobias,unequalpi,1.02150845055415,0.372202867349717,1.77382129820823,2.14730635512227
128,0.0025,FEL1,35,bias,equalpi,2.28376424477977,0.0956233722778489,4.27495491259979,14.3021224511542
128,0.0025,FEL1,35,bias,unequalpi,1.39686395776088,0.342921173515926,2.2228031791332,3.06818678007542
128,0.0025,FEL1,35,nobias,equalpi,0.458862043558482,0.257451714114961,1.25661130828302,1.45670038970945
128,0.0025,FEL1,35,nobias,unequalpi,1.22755613097974,0.337639490517378,2.07881027206131,2.85171910105352
128,0.0025,FEL1,36,bias,equalpi,1.93725270958879,0.323067449606582,2.92972951170986,5.03276878155346
128,0.0025,FEL1,36,bias,unequalpi,1.47683337533334,0.325864402338461,2.41420024379956,3.78663058098147
128,0.0025,FEL1,36,nobias,equalpi,0.585275833368341,0.342122270318744,1.26697878915591,1.3480124423359
128,0.0025,FEL1,36,nobias,unequalpi,0.693282080678184,0.358618866390585,1.72811133473264,2.55015735456149
128,0.0025,FEL1,37,bias,equalpi,1.9096113409066,0.589224585635742,3.13934281270009,5.16787814746511
128,0.0025,FEL1,37,bias,unequalpi,0.587015751141355,0.268122645040082,1.55832469606105,2.22035396417722
128,0.0025,FEL1,37,nobias,equalpi,1.72251556252175,0.158414333198325,2.30785166311896,2.5217021058132
128,0.0025,FEL1,37,nobias,unequalpi,1.75854073325275,0.412204886889509,2.39953484430933,2.59152460067155
128,0.0025,FEL1,38,bias,equalpi,1.26488650575419,0.323710014916111,1.95201983475803,2.29150697879509
128,0.0025,FEL1,38,bias,unequalpi,0.508887830111468,0.404533824846841,1.35082022175067,1.58508036252125
128,0.0025,FEL1,38,nobias,equalpi,0.951953708002227,0.279427316838404,1.56466484171404,1.63608155664474
128,0.0025,FEL1,38,nobias,unequalpi,1.49348421395734,0.221402518855388,2.60282260972366,4.78166179774799
128,0.0025,FEL1,39,bias,equalpi,4.37446079366101,0.562669687604357,5.31706003560879,7.32514491161269
128,0.0025,FEL1,39,bias,unequalpi,1.70313636908338,0.289598682318994,2.72785201655254,4.75608397850841
128,0.0025,FEL1,39,nobias,equalpi,2.25882108053215,0.122932990771079,3.61641688353046,8.51190038001789
128,0.0025,FEL1,39,nobias,unequalpi,6.91359832949102,0.449437149676001,8.2008930030788,17.5642086279434
128,0.0025,FEL1,40,bias,equalpi,0.782063645682153,0.347703608626906,1.80013891800355,2.69789684843309
128,0.0025,FEL1,40,bias,unequalpi,0.985928529145194,0.470334640413563,1.54722669025799,1.39382827674562
128,0.0025,FEL1,40,nobias,equalpi,0.765025558920942,0.75047813632771,1.11850670402253,0.472653476772868
128,0.0025,FEL1,40,nobias,unequalpi,0.783616754872981,0.473676389827378,1.47211484371125,1.51339617471749
128,0.0025,FEL1,41,bias,equalpi,1.04034280706889,0.480565030498965,1.67375401073508,1.68357203459566
128,0.0025,FEL1,41,bias,unequalpi,0.694978891712277,0.506962449787846,1.18179796655583,0.924060585369426
128,0.0025,FEL1,41,nobias,equalpi,1.50299902631547,0.120113290142069,2.48307666575932,4.14292002105784
128,0.0025,FEL1,41,nobias,unequalpi,1.52417737781905,0.531948802673764,2.36477524583016,2.8839695502383
128,0.0025,FEL1,42,bias,equalpi,2.81809402410604,0.403320002034805,3.86995118407178,6.79583087923087
128,0.0025,FEL1,42,bias,unequalpi,1.6231790404915,0.492656645866459,2.34281438730994,2.67818374735247
128,0.0025,FEL1,42,nobias,equalpi,0.948957743882321,0.178047417621332,1.77728838366309,2.4087390118822
128,0.0025,FEL1,42,nobias,unequalpi,0.901094166043033,0.0422141029395483,1.64907388281883,1.99645879747445
128,0.0025,FEL1,43,bias,equalpi,1.36256638010131,0.111699050584246,2.30678559918549,3.77787399408257
128,0.0025,FEL1,43,bias,unequalpi,2.06396206555681,0.192352301029388,5.78278302998116,31.4213511294072
128,0.0025,FEL1,43,nobias,equalpi,1.99024115265688,0.305216798039037,3.13893696001489,6.03084452557031
128,0.0025,FEL1,43,nobias,unequalpi,0.641588714954517,0.586624263988896,1.0779213642902,0.694065706315979
128,0.0025,FEL1,44,bias,equalpi,1.44834503274231,0.251957582512005,1.92523844448028,1.71231042184628
128,0.0025,FEL1,44,bias,unequalpi,1.33146429577877,0.298474026178133,2.02572046031057,2.44745756098208
128,0.0025,FEL1,44,nobias,equalpi,0.583456366842464,0.0599569053498496,1.20630543894059,1.14692360784426
128,0.0025,FEL1,44,nobias,unequalpi,0.552527333875001,0.454046753712928,1.20746600066079,1.13082660781423
128,0.0025,FEL1,45,bias,equalpi,2.38026779127762,0.239022440779126,3.6316215776419,7.94517263554275
128,0.0025,FEL1,45,bias,unequalpi,3.16051625023902,0.082535400667962,4.24454728867672,8.78814546297282
128,0.0025,FEL1,45,nobias,equalpi,0.537761435558763,0.369865657190879,1.27640167958,1.40830831058758
128,0.0025,FEL1,45,nobias,unequalpi,0.43677508406901,0.236044317682857,0.972251095553328,0.796519955470017
128,0.0025,FEL1,46,bias,equalpi,1.23347580402802,0.27139255404216,2.32738709135525,4.0975538224539
128,0.0025,FEL1,46,bias,unequalpi,1.27944418802549,0.571752390752994,2.02558624110419,2.14489249344206
128,0.0025,FEL1,46,nobias,equalpi,1.0149168617196,0.322041202074624,1.85948708468957,2.53151757507565
128,0.0025,FEL1,46,nobias,unequalpi,0.944568790210802,0.386141564818885,1.61143678614124,1.73512939244561
128,0.0025,FEL1,47,bias,equalpi,1.5336551894526,0.277404676461286,2.52032903434947,4.19591700802502
128,0.0025,FEL1,47,bias,unequalpi,1.51591192650312,0.356047252138183,2.50843700668518,4.03785666370045
128,0.0025,FEL1,47,nobias,equalpi,1.32469042541966,0.587071762972614,2.07598684848426,2.11757047472595
128,0.0025,FEL1,47,nobias,unequalpi,1.20718756668346,0.340488403796615,1.98023533712874,2.53269801757978
128,0.0025,FEL1,48,bias,equalpi,2.03401300579722,0.478827162708917,3.03127808751398,4.70953586324197
128,0.0025,FEL1,48,bias,unequalpi,0.587148538358679,0.206623494816872,1.45280973252752,1.8759777640681
128,0.0025,FEL1,48,nobias,equalpi,0.864947903783022,0.42722947476418,1.43540801503461,1.31555194722704
128,0.0025,FEL1,48,nobias,unequalpi,0.861745691547482,0.409479451875015,1.58828520512902,1.79269093521296
128,0.0025,FEL1,49,bias,equalpi,0.783540129738941,0.284648843976293,1.69485107094587,2.45349970550799
128,0.0025,FEL1,49,bias,unequalpi,3.10079704132263,0.427849792635882,4.86579204893072,13.23111565089
128,0.0025,FEL1,49,nobias,equalpi,1.09782335395143,0.122046065180246,2.17165076603558,3.74485506492414
128,0.0025,FEL1,49,nobias,unequalpi,1.23103488144934,0.103595707324077,2.22631204426001,3.67542539780184
128,0.0025,FEL1,50,bias,equalpi,1.81504660107969,0.344712924764048,2.88509510782522,5.10375588017564
128,0.0025,FEL1,50,bias,unequalpi,0.958214584541207,0.220961118035271,1.90555393916359,2.92557540186021
128,0.0025,FEL1,50,nobias,equalpi,4.29224429441825,0.327680914889659,5.21528587386926,8.88321796089542
128,0.0025,FEL1,50,nobias,unequalpi,0.712503052168987,0.259296433876769,1.46372726647456,1.72795782376672
128,0.0025,FEL2,1,bias,equalpi,18191719689748.3,-0.00245007609079405,Inf,Inf
128,0.0025,FEL2,1,bias,unequalpi,244485761709352,-0.226201084874502,Inf,Inf
128,0.0025,FEL2,1,nobias,equalpi,3516085730681.78,0.147634452987362,Inf,Inf
128,0.0025,FEL2,1,nobias,unequalpi,28732143714525.2,-0.145237569502408,Inf,Inf
128,0.0025,FEL2,2,bias,equalpi,279671111228417,0.13045397906915,Inf,Inf
128,0.0025,FEL2,2,bias,unequalpi,-0.448130908255699,0.133209503249266,0.555792538887255,0.0590066504568888
128,0.0025,FEL2,2,nobias,equalpi,6633327174720.79,0.350724397226066,Inf,Inf
128,0.0025,FEL2,2,nobias,unequalpi,80675874739281.4,0.372677860623436,Inf,Inf
128,0.0025,FEL2,3,bias,equalpi,108073109281531,0.225196682531083,Inf,Inf
128,0.0025,FEL2,3,bias,unequalpi,175828100631080,0.242971963333089,Inf,Inf
128,0.0025,FEL2,3,nobias,equalpi,74732873058290.4,0.124331088114761,Inf,Inf
128,0.0025,FEL2,3,nobias,unequalpi,122613865339161,0.267576914893073,Inf,Inf
128,0.0025,FEL2,4,bias,equalpi,31220446256.0671,0.0518403501873322,Inf,Inf
128,0.0025,FEL2,4,bias,unequalpi,19017431436493.9,-0.0919576033659166,Inf,Inf
128,0.0025,FEL2,4,nobias,equalpi,29145287128778.5,-0.101754387103568,Inf,Inf
128,0.0025,FEL2,4,nobias,unequalpi,11565382478767.3,0.0459956316673863,Inf,Inf
128,0.0025,FEL2,5,bias,equalpi,-0.474389045719409,0.302071580258482,0.548855904255465,0.000888961096341358
128,0.0025,FEL2,5,bias,unequalpi,108759681118648,0.295934354716173,Inf,Inf
128,0.0025,FEL2,5,nobias,equalpi,19031747321571.5,-0.03141332345135,Inf,Inf
128,0.0025,FEL2,5,nobias,unequalpi,15810290921586.1,-0.195504410920002,Inf,Inf
128,0.0025,FEL2,6,bias,equalpi,68152009143125,-0.043150088077301,Inf,Inf
128,0.0025,FEL2,6,bias,unequalpi,220293430355430,0.279067585304307,Inf,Inf
128,0.0025,FEL2,6,nobias,equalpi,66050075963778.8,0.105157456449012,Inf,Inf
128,0.0025,FEL2,6,nobias,unequalpi,60128362983143.7,0.0368028547847805,Inf,Inf
128,0.0025,FEL2,7,bias,equalpi,28565684343123.7,0.02403143531038,Inf,Inf
128,0.0025,FEL2,7,bias,unequalpi,115781378050108,0.213323825835552,Inf,Inf
128,0.0025,FEL2,7,nobias,equalpi,204007116886582,0.278487655723038,Inf,Inf
128,0.0025,FEL2,7,nobias,unequalpi,170279201011535,0.453236166962449,Inf,Inf
128,0.0025,FEL2,8,bias,equalpi,476965522645095,-0.0762767947903092,Inf,Inf
128,0.0025,FEL2,8,bias,unequalpi,111495157898.18,0.123424915277811,Inf,Inf
128,0.0025,FEL2,8,nobias,equalpi,152997593116226,0.0764794558962107,Inf,Inf
128,0.0025,FEL2,8,nobias,unequalpi,64778458494944.7,0.310525975642751,Inf,Inf
128,0.0025,FEL2,9,bias,equalpi,899850924545282,-0.078398635138248,Inf,Inf
128,0.0025,FEL2,9,bias,unequalpi,139034874386745,0.40326922729357,Inf,Inf
128,0.0025,FEL2,9,nobias,equalpi,199724291185119,0.329382124665613,Inf,Inf
128,0.0025,FEL2,9,nobias,unequalpi,222299448509248,0.229040490220562,Inf,Inf
128,0.0025,FEL2,10,bias,equalpi,213256610718638,0.31515818751899,Inf,Inf
128,0.0025,FEL2,10,bias,unequalpi,806666.835127709,0.17446112214202,Inf,Inf
128,0.0025,FEL2,10,nobias,equalpi,17127597817435.5,0.189753560751501,Inf,Inf
128,0.0025,FEL2,10,nobias,unequalpi,163592879456148,0.145632711131061,Inf,Inf
128,0.0025,FEL2,11,bias,equalpi,392878524403430,0.473516227153236,Inf,Inf
128,0.0025,FEL2,11,bias,unequalpi,3528659866353.62,0.0454003870692614,Inf,Inf
128,0.0025,FEL2,11,nobias,equalpi,348765619820324,0.0417321184503106,Inf,Inf
128,0.0025,FEL2,11,nobias,unequalpi,82864201966818,0.420905558346876,Inf,Inf
128,0.0025,FEL2,12,bias,equalpi,121720028204621,0.175698785002273,Inf,Inf
128,0.0025,FEL2,12,bias,unequalpi,318803894856363,0.202928486255088,Inf,Inf
128,0.0025,FEL2,12,nobias,equalpi,3381335329968.82,0.407180094778534,Inf,Inf
128,0.0025,FEL2,12,nobias,unequalpi,44383826539160.6,0.117236604468896,Inf,Inf
128,0.0025,FEL2,13,bias,equalpi,6953365844035.64,0.24658598918874,Inf,Inf
128,0.0025,FEL2,13,bias,unequalpi,439557945364179,0.342595175168354,Inf,Inf
128,0.0025,FEL2,13,nobias,equalpi,15784484148859.1,0.348893733249466,Inf,Inf
128,0.0025,FEL2,13,nobias,unequalpi,525741851399100,0.132063272559519,Inf,Inf
128,0.0025,FEL2,14,bias,equalpi,486054035652606,-0.316505720084204,Inf,Inf
128,0.0025,FEL2,14,bias,unequalpi,39378619656579.3,0.21777079017754,Inf,Inf
128,0.0025,FEL2,14,nobias,equalpi,11293310302386.7,-0.238616760756936,Inf,Inf
128,0.0025,FEL2,14,nobias,unequalpi,214350693242311,0.333245508904694,Inf,Inf
128,0.0025,FEL2,15,bias,equalpi,148342258514662,0.0751287960360947,Inf,Inf
128,0.0025,FEL2,15,bias,unequalpi,46982580406283.4,0.237478396013706,Inf,Inf
128,0.0025,FEL2,15,nobias,equalpi,562404294041624,0.213056536196736,Inf,Inf
128,0.0025,FEL2,15,nobias,unequalpi,143559666319344,0.0342458783783514,Inf,Inf
128,0.0025,FEL2,16,bias,equalpi,262669616252856,0.256513968589566,Inf,Inf
128,0.0025,FEL2,16,bias,unequalpi,229551034426984,0.0177651382923941,Inf,Inf
