ntaxa,bl,method,rep,estbias,r,rmsd,type
128,0.0025,FEL1,32,1.17604451357242,0.186234344384174,2.17232630190797,nobias
128,0.0025,FEL1,33,2.17739298069552,0.0948483179860283,3.20427149701186,nobias
128,0.0025,FEL1,34,1.64939033183768,0.100908970491448,2.28429438032307,nobias
128,0.0025,FEL1,35,0.932290582160519,0.339434241636928,1.53763028335112,nobias
128,0.0025,FEL1,36,2.56687614704181,0.155455206525623,3.3181219495526,nobias
128,0.0025,FEL1,37,0.881617885252471,0.335238572001847,1.51488562383946,nobias
128,0.0025,FEL1,38,1.35424950990588,0.307894142313234,2.36809221849425,nobias
128,0.0025,FEL1,39,5.52423125014478,0.108695245235305,7.6602982540332,nobias
128,0.0025,FEL1,40,2.98361009704872,0.20291643871391,4.92200323836231,nobias
128,0.0025,FEL1,41,0.67583721250401,0.260630822030878,1.49484013054533,nobias
128,0.0025,FEL1,42,1.6015160430047,0.538753867675263,2.64525304651939,nobias
128,0.0025,FEL1,43,1.10505123683997,-0.144593481134901,1.88650837369928,nobias
128,0.0025,FEL1,44,1.42615015683336,0.460104679484195,2.42871718897076,nobias
128,0.0025,FEL1,45,1.07973193830892,0.265122928781627,1.66207824378219,nobias
128,0.0025,FEL1,46,0.498586992274755,-0.0978533896684977,1.19273627910708,nobias
128,0.0025,FEL1,47,3.26734814624315,0.045776474533595,3.98803341800568,nobias
128,0.0025,FEL1,48,1.51490131088703,0.198603068114599,2.17302981690092,nobias
128,0.0025,FEL1,49,1.58569050087558,0.397202798379546,3.15160299997432,nobias
128,0.0025,FEL1,50,1.09122541475369,0.468276421821139,2.05870118480575,nobias
128,0.0025,FEL2,1,371391437458663,-0.308877501150993,1558474592446082,nobias
128,0.0025,FEL2,2,71468867304424.1,0.171243234138208,153964180036383,nobias
128,0.0025,FEL2,3,632442.048713996,0.4980673566711,1616349.01299521,nobias
128,0.0025,FEL2,4,134131381073470,0.213086688960975,354879726990110,nobias
128,0.0025,FEL2,5,1232828393220225,0.096559034598348,5487431868375933,nobias
128,0.0025,FEL2,6,145744559300070,0.129645146201392,310447447579967,nobias
128,0.0025,FEL2,7,174684289311300,0.341884158293182,523781841268483,nobias
128,0.0025,FEL2,8,52961622176166.5,-0.233334211468863,142138392593090,nobias
128,0.0025,FEL2,9,193212556980070,0.17561756032474,603536871741083,nobias
128,0.0025,FEL2,10,410316163985279,0.0964802762702715,949534361851814,nobias
128,0.0025,FEL2,11,130843872441554,0.246668071397937,556113475962113,nobias
128,0.0025,FEL2,12,458243591284894,0.0447669611374169,1240717323971861,nobias
128,0.0025,FEL2,13,775660776267257,0.243382808992591,1429543892211522,nobias
128,0.0025,FEL2,14,127893049361262,0.356745919241203,508577456606036,nobias
128,0.0025,FEL2,15,299175276612085,0.13441333671871,1019444098392804,nobias
128,0.0025,FEL2,16,1027207357478681,0.29712072544771,4235748773034782,nobias
128,0.0025,FEL2,17,21187218245739.8,0.0702379364025675,72606359800411.1,nobias
128,0.0025,FEL2,18,274236345226966,-0.0102076132943228,866217093416304,nobias
128,0.0025,FEL2,19,1141363174588709,0.484593341508515,2423941623824869,nobias
128,0.0025,FEL2,20,6127942553602.67,0.36786190104223,18022362617582.8,nobias
128,0.0025,FEL2,21,576185731270423,0.0194740376392987,1585837457166188,nobias
128,0.0025,FEL2,22,277559285903076,0.255897341394885,739113585334566,nobias
128,0.0025,FEL2,23,270985217367652,0.35030970248829,1016202393242076,nobias
128,0.0025,FEL2,24,299302144622006,0.381626859096166,867676605549717,nobias
128,0.0025,FEL2,25,198214975426995,0.233513649862575,492862311365753,nobias
128,0.0025,FEL2,26,43479133128787.8,0.301543501381662,165210861803266,nobias
128,0.0025,FEL2,27,160824842240727,0.389927556784328,506352470207716,nobias
128,0.0025,FEL2,28,43930813362602,-0.145969975338051,147117218540757,nobias
128,0.0025,FEL2,29,164705142199303,-0.0445151895368972,419221984164795,nobias
128,0.0025,FEL2,30,154148416547258,0.194622477778487,349841914282217,nobias
128,0.0025,FEL2,31,79003294712902.8,-0.00194972241554985,251608133015301,nobias
128,0.0025,FEL2,32,792705156546543,0.177743544045815,3066211776296188,nobias
128,0.0025,FEL2,33,114589141930703,-0.00463342478938494,386230147231428,nobias
128,0.0025,FEL2,34,140121213281030,0.269749618381472,388713388658039,nobias
128,0.0025,FEL2,35,94914635217480.5,-0.130015612004146,359222015535103,nobias
128,0.0025,FEL2,36,228347560731405,-0.0167680735231652,567233010345412,nobias
128,0.0025,FEL2,37,455248862334664,0.0727696365031982,1429343610935514,nobias
128,0.0025,FEL2,38,79737059292996.8,0.157997304891668,365401108835390,nobias
128,0.0025,FEL2,39,6786568552396908,0.0134933863843285,19696424540638384,nobias
128,0.0025,FEL2,40,1012748030557041,0.294304671113185,2874026124448146,nobias
128,0.0025,FEL2,41,39172894373692.4,0.0417365028293202,98707559921093.7,nobias
128,0.0025,FEL2,42,409685095716739,0.198126936562939,1605102913918687,nobias
128,0.0025,FEL2,43,1981097187776.74,0.16571029850911,8405083446320.44,nobias
128,0.0025,FEL2,44,572209264941720,0.000344872036555021,1876383983969317,nobias
128,0.0025,FEL2,45,73797520320623.7,0.286632748580842,202919004208530,nobias
128,0.0025,FEL2,46,53221576394797.1,-0.0375157593811773,125702800187459,nobias
128,0.0025,FEL2,47,960539462658074,-0.350009990102896,3674191012586198,nobias
128,0.0025,FEL2,48,997102943386112,0.30497440928555,3321326439371944,nobias
128,0.0025,FEL2,49,48268291229941.2,0.0944125134615465,101103956321035,nobias
128,0.0025,FEL2,50,34809566301337.7,0.389186498846269,154619546755229,nobias
128,0.0025,FUBAR1,1,0.117129774162031,0.276337173076581,0.309773422056346,nobias
128,0.0025,FUBAR1,2,0.156888401204078,0.192753030302444,0.378308939540179,nobias
128,0.0025,FUBAR1,3,0.167202148308068,0.275409644714819,0.411515320449835,nobias
128,0.0025,FUBAR1,4,0.216563618679515,0.140771313969838,0.570482916790501,nobias
128,0.0025,FUBAR1,5,0.0379470517743155,0.41833623396351,0.241176925145919,nobias
128,0.0025,FUBAR1,6,0.266062818498129,0.249684548595606,0.504100405073166,nobias
128,0.0025,FUBAR1,7,0.242922959838276,0.216747993176444,0.57365668327224,nobias
128,0.0025,FUBAR1,8,0.118265431930337,0.137735423433131,0.356994349519938,nobias
128,0.0025,FUBAR1,9,0.227578597574031,0.204719916394202,0.509473825514654,nobias
128,0.0025,FUBAR1,10,0.259916787035327,0.229680081621047,0.678208998764366,nobias
128,0.0025,FUBAR1,11,0.172341435337947,0.227979642415629,0.424672862225221,nobias
128,0.0025,FUBAR1,12,0.29918707240357,0.185606051774216,0.748982584174387,nobias
128,0.0025,FUBAR1,13,0.614103790731115,0.153193305701755,1.75025663811212,nobias
128,0.0025,FUBAR1,14,0.246365872205361,0.25049235092432,0.544887857145193,nobias
128,0.0025,FUBAR1,15,0.29143741916812,0.142585200944166,0.890693394109026,nobias
128,0.0025,FUBAR1,16,0.259424179203178,0.228938322131499,0.733116292784182,nobias
128,0.0025,FUBAR1,17,0.0515249406809155,0.0822618297820698,0.340389069624779,nobias
128,0.0025,FUBAR1,18,0.312240403878461,0.133189041712805,0.9419467591179,nobias
128,0.0025,FUBAR1,19,0.423107753176462,0.237489779998628,1.29468039223952,nobias
128,0.0025,FUBAR1,20,0.168823033403923,0.313891773835689,0.369558666495485,nobias
128,0.0025,FUBAR1,21,0.106671541531257,0.137956647830786,0.501082321473215,nobias
128,0.0025,FUBAR1,22,0.294818587596704,0.261432091204811,0.531820440058366,nobias
128,0.0025,FUBAR1,23,0.107649273528107,0.318527291099962,0.372400046217491,nobias
128,0.0025,FUBAR1,24,0.0859346524871789,0.190369050623062,0.321596804430234,nobias
128,0.0025,FUBAR1,25,0.302676443825104,0.0951000302752269,0.823588469511573,nobias
128,0.0025,FUBAR1,26,0.173267996834541,0.0884382656382742,0.490709289859948,nobias
128,0.0025,FUBAR1,27,0.122931208688916,0.174799556581753,0.477468354318384,nobias
128,0.0025,FUBAR1,28,0.0564819640591718,0.179388727091602,0.330401244409766,nobias
128,0.0025,FUBAR1,29,0.296079710355695,0.102184427287948,0.762585496786856,nobias
128,0.0025,FUBAR1,30,0.231276737447143,0.192193960871127,0.449053804721009,nobias
128,0.0025,FUBAR1,31,0.118971815648743,0.124469997858535,0.360197117368704,nobias
128,0.0025,FUBAR1,32,0.201791745358007,0.163960923509562,0.696723451271609,nobias
128,0.0025,FUBAR1,33,0.289721953667527,0.0635551891257916,0.761203306044232,nobias
128,0.0025,FUBAR1,34,0.22497494403433,0.252834899414822,0.532222873097796,nobias
128,0.0025,FUBAR1,35,0.125233531829215,0.14827184603233,0.3563847321354,nobias
128,0.0025,FUBAR1,36,0.276873283452106,0.26623379720189,0.568052486870513,nobias
128,0.0025,FUBAR1,37,0.142324469656685,0.254586791098935,0.39056465098349,nobias
128,0.0025,FUBAR1,38,0.23849443223556,0.12352295168844,0.856198045759142,nobias
128,0.0025,FUBAR1,39,0.419548731717889,0.0615206800110286,1.54453081604552,nobias
128,0.0025,FUBAR1,40,0.416721026628365,0.0772939976291309,1.72167567405481,nobias
128,0.0025,FUBAR1,41,0.102501740021399,0.197450034530253,0.325779101050601,nobias
128,0.0025,FUBAR1,42,0.27711188702173,0.286380853771581,0.851057623932815,nobias
128,0.0025,FUBAR1,43,0.151004889747238,-0.0377607640730102,0.479880670258643,nobias
128,0.0025,FUBAR1,44,0.24776556583001,0.153409420955635,0.79594898880188,nobias
128,0.0025,FUBAR1,45,0.149621362783227,0.281533674417883,0.386229662207842,nobias
128,0.0025,FUBAR1,46,0.0769933787233509,0.0150818437732828,0.388803908072078,nobias
128,0.0025,FUBAR1,47,0.318774170216747,0.111454534997723,0.683700501458633,nobias
128,0.0025,FUBAR1,48,0.216932516331043,0.237487675228667,0.458388297414863,nobias
128,0.0025,FUBAR1,49,0.295786432665336,0.213590461144865,1.42648070752819,nobias
128,0.0025,FUBAR1,50,0.206154997996362,0.264233194727846,0.692778533439309,nobias
128,0.0025,FUBAR2,1,0.141430868091723,0.152923363332534,0.497000980423077,nobias
128,0.0025,FUBAR2,2,0.177809950031049,0.0704436078496614,0.467503011261731,nobias
128,0.0025,FUBAR2,3,0.234493289963341,0.236353811587828,0.697742455310133,nobias
128,0.0025,FUBAR2,4,0.272458858376192,0.129365366395263,0.814870249177502,nobias
128,0.0025,FUBAR2,5,-0.0266735451124726,0.291824270440613,0.376216908023235,nobias
128,0.0025,FUBAR2,6,0.274585335210707,0.204536489391273,0.838365594028511,nobias
128,0.0025,FUBAR2,7,0.19034719063437,0.198487387648666,0.795240176984424,nobias
128,0.0025,FUBAR2,8,0.101009028984669,0.174629543601075,0.484863549446935,nobias
128,0.0025,FUBAR2,9,0.259093602219474,0.217832001892141,1.00630367337046,nobias
128,0.0025,FUBAR2,10,0.363920944700282,0.271573327887212,1.24973177969714,nobias
128,0.0025,FUBAR2,11,0.212855670783165,0.164407854739443,0.677517154669666,nobias
128,0.0025,FUBAR2,12,0.28131632391022,0.0705332324182698,0.861254730840096,nobias
128,0.0025,FUBAR2,13,0.427259502680555,0.0769506554422231,1.95084719074394,nobias
128,0.0025,FUBAR2,14,0.156400005319789,0.170094639933019,0.97587442138568,nobias
128,0.0025,FUBAR2,15,0.40986055483765,0.090560576135442,1.61248507154524,nobias
128,0.0025,FUBAR2,16,0.402179703376168,0.202972258293379,1.19294381873443,nobias
128,0.0025,FUBAR2,17,0.0520117534105042,0.0262601735753165,0.481225891763315,nobias
128,0.0025,FUBAR2,18,0.432078836605594,0.085041168062564,1.58767558090558,nobias
128,0.0025,FUBAR2,19,0.480264972952953,0.302781756817414,1.84556935729107,nobias
128,0.0025,FUBAR2,20,0.230780081659843,0.117309981807377,0.720348106785468,nobias
128,0.0025,FUBAR2,21,0.163898684398813,0.110843688419954,0.669215906612913,nobias
128,0.0025,FUBAR2,22,0.244291247974225,0.165283964511111,0.881717194875976,nobias
128,0.0025,FUBAR2,23,0.171302717826988,0.314689310608777,0.583977381181172,nobias
128,0.0025,FUBAR2,24,0.0801573395075216,0.074803922963682,0.528000311442636,nobias
128,0.0025,FUBAR2,25,0.40376734275561,0.0766626845596343,1.20239670409959,nobias
128,0.0025,FUBAR2,26,0.167534824335437,0.147573150837043,0.553331618000212,nobias
128,0.0025,FUBAR2,27,0.193765638668454,0.138229234635726,0.857394406952367,nobias
128,0.0025,FUBAR2,28,0.0938951653493495,0.119354706464874,0.575594407391764,nobias
128,0.0025,FUBAR2,29,0.494620260006996,0.00808461323803982,1.50609730798036,nobias
128,0.0025,FUBAR2,30,0.249103729587163,0.245095373557044,0.777238137056311,nobias
128,0.0025,FUBAR2,31,0.127782346769765,0.0401018271356757,0.549078818282722,nobias
128,0.0025,FUBAR2,32,0.212800568588536,0.156104877957792,1.17765879969765,nobias
128,0.0025,FUBAR2,33,0.51446923063836,0.0357266421486416,1.88849411993239,nobias
128,0.0025,FUBAR2,34,0.229655887213849,0.231990193614697,0.798233158390145,nobias
128,0.0025,FUBAR2,35,0.116356001426321,-0.00726921505776059,0.483927523525001,nobias
128,0.0025,FUBAR2,36,0.387615020267197,0.161955947191488,1.20098554466496,nobias
128,0.0025,FUBAR2,37,0.0656147680360054,0.123919413214714,0.447644526732943,nobias
128,0.0025,FUBAR2,38,0.268618576466015,0.126728119365704,0.726468912554875,nobias
128,0.0025,FUBAR2,39,0.740558324902852,0.0839613191542675,3.18494310891075,nobias
128,0.0025,FUBAR2,40,0.546324169026972,0.112866532072446,2.36323916444244,nobias
128,0.0025,FUBAR2,41,0.118069724308721,0.118218793053122,0.459087922154134,nobias
128,0.0025,FUBAR2,42,0.371833719829154,0.257432485526499,1.23879326369308,nobias
128,0.0025,FUBAR2,43,0.211110199237516,-0.165863302281547,0.597245086957476,nobias
128,0.0025,FUBAR2,44,0.277393796619241,0.091810665922712,1.13220262935516,nobias
128,0.0025,FUBAR2,45,0.11402442688538,0.174716592217995,0.464473117327885,nobias
128,0.0025,FUBAR2,46,0.0926192333063239,-0.0566527293745362,0.578816770421379,nobias
128,0.0025,FUBAR2,47,0.267868451084314,0.00380835235016769,1.07115397934437,nobias
128,0.0025,FUBAR2,48,0.191890794911011,0.0604931751259868,0.7693933945486,nobias
128,0.0025,FUBAR2,49,0.191202529551141,0.19534845486832,1.80929106190042,nobias
128,0.0025,FUBAR2,50,0.277503648951691,0.237881479199622,0.935036599201759,nobias
128,0.0025,SLAC1,1,-0.0691314446692197,0.263736368881045,0.830946933863992,nobias
128,0.0025,SLAC1,2,0.0828636994651664,0.229181672957043,1.11072917701706,nobias
128,0.0025,SLAC1,3,0.105715318598593,0.268336856547983,1.23784171869182,nobias
128,0.0025,SLAC1,4,0.0212015515604377,0.165909398304858,1.24467648319438,nobias
128,0.0025,SLAC1,5,-0.164172066090434,0.422558080809535,0.719117341464148,nobias
128,0.0025,SLAC1,6,0.505152277259996,0.256535357582352,1.99795896976106,nobias
128,0.0025,SLAC1,7,0.236297947993767,0.228219511770272,1.5657181181703,nobias
128,0.0025,SLAC1,8,0.102661900912786,0.109132197806416,1.23320281396146,nobias
128,0.0025,SLAC1,9,0.202688315240515,0.199142384435176,1.42114849595411,nobias
128,0.0025,SLAC1,10,0.472442678263376,0.280935946921343,2.08492885640901,nobias
128,0.0025,SLAC1,11,0.125596164459448,0.241868155597605,1.244540395077,nobias
128,0.0025,SLAC1,12,0.420799115540694,0.234560988155282,1.95722586501945,nobias
128,0.0025,SLAC1,13,1.64582769609731,0.186156568859362,5.95205739053837,nobias
128,0.0025,SLAC1,14,0.246102927182587,0.198959902706597,1.6634519823547,nobias
128,0.0025,SLAC1,15,0.32526363027435,0.179614452558593,1.79501414506508,nobias
128,0.0025,SLAC1,16,0.153342251091359,0.279385800959498,1.50131317851458,nobias
128,0.0025,SLAC1,17,-0.220839999788606,0.133533470018719,0.759028700929933,nobias
128,0.0025,SLAC1,18,0.302378642755645,0.254816167563887,1.74744425577189,nobias
128,0.0025,SLAC1,19,0.430905579037608,0.338688411977339,2.13382064911832,nobias
128,0.0025,SLAC1,20,0.249027989198552,0.283946739840733,1.39968017494237,nobias
128,0.0025,SLAC1,21,-0.143959667189165,0.188198917358392,0.88176432594981,nobias
128,0.0025,SLAC1,22,0.648621106798275,0.266986363327728,2.30053837773231,nobias
128,0.0025,SLAC1,23,0.0270409934953971,0.391906683619223,1.16712286469499,nobias
128,0.0025,SLAC1,24,-0.1556611838477,0.223325927858261,0.840284504069077,nobias
128,0.0025,SLAC1,25,0.465733149001625,0.140055893313887,1.93109890348242,nobias
128,0.0025,SLAC1,26,0.0539297546648235,0.12172494324242,1.13013325112728,nobias
128,0.0025,SLAC1,27,0.120569046934841,0.175697316895193,1.20412886216275,nobias
128,0.0025,SLAC1,28,-0.131953446475108,0.158544192332826,0.895156771876073,nobias
128,0.0025,SLAC1,29,0.690049289332722,0.152342560776975,2.35856291018526,nobias
128,0.0025,SLAC1,30,0.415609217183248,0.253671832896795,1.68096885468276,nobias
128,0.0025,SLAC1,31,0.138285896138045,0.19508600535282,1.1537365903414,nobias
128,0.0025,SLAC1,32,0.143922080680906,0.242124182862237,1.58160894310213,nobias
128,0.0025,SLAC1,33,0.339550233922226,0.18438972153764,1.54129447929187,nobias
128,0.0025,SLAC1,34,0.223591850383913,0.312811462178303,1.36477662260241,nobias
128,0.0025,SLAC1,35,-0.113863701447402,0.177784014845788,0.897440463433524,nobias
128,0.0025,SLAC1,36,0.85613815113562,0.313560534912017,2.67837603521386,nobias
128,0.0025,SLAC1,37,0.0566219433071452,0.268437288745776,1.13144582388044,nobias
128,0.0025,SLAC1,38,0.122080428392138,0.231706791700561,1.58681212783462,nobias
128,0.0025,SLAC1,39,1.13100238114147,0.172500250862454,3.39810639531197,nobias
128,0.0025,SLAC1,40,0.413729613323777,0.217625386494664,2.34794724747194,nobias
128,0.0025,SLAC1,41,-0.243633366703325,0.166893061733007,0.806623001294777,nobias
128,0.0025,SLAC1,42,0.333539600078341,0.369559611748812,1.79629887515654,nobias
128,0.0025,SLAC1,43,-0.0375511118192668,0.0319646679992379,1.01096772937492,nobias
128,0.0025,SLAC1,44,0.107811384762098,0.192583785531234,1.41483344653639,nobias
128,0.0025,SLAC1,45,0.276645097199463,0.3215242662286,1.57781488959829,nobias
128,0.0025,SLAC1,46,-0.115095258953018,0.0821416886347563,0.886308960874988,nobias
128,0.0025,SLAC1,47,0.47590410979266,0.199666514984612,2.1496157350075,nobias
128,0.0025,SLAC1,48,0.183760840252704,0.234621690305562,1.3158821775696,nobias
128,0.0025,SLAC1,49,0.308603298289496,0.29637028488741,2.06710836951224,nobias
128,0.0025,SLAC1,50,0.00348776478444677,0.301110574818832,1.17560792526634,nobias
128,0.0025,SLAC2,1,-0.382127899395814,-0.221986562454319,0.485354607284924,nobias
128,0.0025,SLAC2,2,-0.303991516786401,0.627534620031903,0.367061316644597,nobias
128,0.0025,SLAC2,3,-0.300276171952063,0.351185258274474,0.431339356784062,nobias
128,0.0025,SLAC2,4,-0.381768116583827,-0.378138175794027,0.519754750702355,nobias
128,0.0025,SLAC2,5,-0.50341855971513,0.216588378608084,0.5681372905699,nobias
128,0.0025,SLAC2,6,-0.485941076311321,0.174064936200562,0.571377084501503,nobias
128,0.0025,SLAC2,7,-0.434899460105908,0.188422876237049,0.536865672339642,nobias
128,0.0025,SLAC2,8,-0.302932612496457,-0.312833410576578,0.48215958535786,nobias
128,0.0025,SLAC2,9,-0.461452344439316,0.0949102355822954,0.556334159784032,nobias
128,0.0025,SLAC2,10,-0.365909721635781,0.172626036173126,0.447353414848503,nobias
128,0.0025,SLAC2,11,-0.396623273718599,0.184340047144996,0.61061635678483,nobias
128,0.0025,SLAC2,12,-0.347656939277672,0.680362114880724,0.418713978182374,nobias
128,0.0025,SLAC2,13,-0.0061847503239455,0.685588523037616,0.291131134045367,nobias
128,0.0025,SLAC2,14,-0.469177089427442,0.40792756682302,0.517730597534773,nobias
128,0.0025,SLAC2,15,-0.366377642658454,0.296357960203852,0.522697393756859,nobias
128,0.0025,SLAC2,16,-0.454661876110608,0.154652252939181,0.514178039032823,nobias
128,0.0025,SLAC2,17,-0.427644486573083,0.242157768348107,0.514676379979885,nobias
128,0.0025,SLAC2,18,-0.274542220838678,0.189802999814424,0.67335484936835,nobias
128,0.0025,SLAC2,20,-0.394903023378212,0.389907716730306,0.481223545767969,nobias
128,0.0025,SLAC2,21,-0.520703110789192,0.180548964631576,0.572711873583286,nobias
128,0.0025,SLAC2,22,-0.340662012861521,0.539180687113613,0.383756242609495,nobias
128,0.0025,SLAC2,23,-0.346923799747881,0.231202013789511,0.648376561712401,nobias
128,0.0025,SLAC2,24,-0.482728270422299,0.339926019343244,0.550355564595354,nobias
128,0.0025,SLAC2,25,-0.366535832388098,-0.23252170380054,0.493981041026757,nobias
128,0.0025,SLAC2,26,-0.371181535555974,-0.0639776108828944,0.494425089005721,nobias
128,0.0025,SLAC2,27,-0.372659515264391,-0.0304465044525418,0.476969563936533,nobias
128,0.0025,SLAC2,28,-0.55369787211125,-0.0306056728113956,0.617712294348919,nobias
128,0.0025,SLAC2,29,-0.27095145787475,0.432744236202937,0.480933159295894,nobias
128,0.0025,SLAC2,30,-0.231002702778545,0.316809995009583,0.339565638805332,nobias
128,0.0025,SLAC2,31,-0.37989781380523,0.576366564637936,0.426737255082997,nobias
128,0.0025,SLAC2,32,-0.42081672319103,0.0730437892315047,0.58257903133212,nobias
128,0.0025,SLAC2,33,-0.434161138897132,0.435195076994871,0.489389452926008,nobias
128,0.0025,SLAC2,34,-0.377783703908867,0.157824717222782,0.473435002027288,nobias
128,0.0025,SLAC2,35,-0.417232611253644,0.59016212571314,0.47858872768316,nobias
128,0.0025,SLAC2,36,-0.242920621632801,0.132833438947409,0.53005092216829,nobias
128,0.0025,SLAC2,37,-0.398760091467467,0.273753362981066,0.518676342657658,nobias
128,0.0025,SLAC2,38,-0.115172864664563,0.238001429854618,0.635030256394917,nobias
128,0.0025,SLAC2,39,-0.391698780105333,0.668831771216443,0.448301666104662,nobias
128,0.0025,SLAC2,40,-0.468708710699223,0.435539332532709,0.52260333128858,nobias
128,0.0025,SLAC2,41,-0.533944790767019,0.00727079341065631,0.585077770213986,nobias
128,0.0025,SLAC2,42,-0.417025811560249,0.258706518339319,0.478382869395922,nobias
128,0.0025,SLAC2,43,-0.347433531812731,-0.183162955340374,0.593857455794944,nobias
128,0.0025,SLAC2,44,-0.273484573188264,0.541712547995663,0.429809153550881,nobias
128,0.0025,SLAC2,45,-0.421147699169507,0.0946246834186859,0.521425992424833,nobias
128,0.0025,SLAC2,46,-0.555000179124126,0.216294233491102,0.59078826705585,nobias
128,0.0025,SLAC2,47,-0.37145677158894,0.299270064865708,0.463318094376132,nobias
128,0.0025,SLAC2,48,-0.445170262179806,0.148063730485254,0.52716490717944,nobias
128,0.0025,SLAC2,49,-0.425899558496052,0.375260925716219,0.506675802486867,nobias
128,0.0025,SLAC2,50,-0.419904686916819,-0.227386955438543,0.475072457846535,nobias
128,0.01,FEL1,1,0.408770903824156,0.430559080411242,1.03182246259051,nobias
128,0.01,FEL1,2,0.296443294871648,0.352087235540707,0.836510082411537,nobias
128,0.01,FEL1,3,0.521040047496043,0.27483625835564,1.23647505422491,nobias
128,0.01,FEL1,4,0.547930977290227,0.521102050286894,1.10069518321652,nobias
128,0.01,FEL1,5,0.246676364812009,0.463198939540893,0.752136662442392,nobias
128,0.01,FEL1,6,0.282087028360818,0.39740541548909,0.72612404300339,nobias
128,0.01,FEL1,7,0.207592713248436,0.425507793395746,0.672488973177632,nobias
128,0.01,FEL1,8,0.322542254738445,0.360553759507612,0.836953830385316,nobias
128,0.01,FEL1,9,0.120211724402602,0.368830879914911,0.655202094386659,nobias
128,0.01,FEL1,10,-0.00533357896670848,0.275763646423916,0.489962230507434,nobias
128,0.01,FEL1,11,0.179975909034705,0.276415179580169,0.692141898519316,nobias
128,0.01,FEL1,12,0.391395101064771,0.332923341565828,1.00795836022463,nobias
128,0.01,FEL1,13,0.174447101619509,0.254208070754595,0.709396177698169,nobias
128,0.01,FEL1,14,0.101005267131228,0.261099560656686,0.614754639938182,nobias
128,0.01,FEL1,15,0.0892736555151958,0.410750914423907,0.605372967602258,nobias
128,0.01,FEL1,16,0.0544937933346548,0.328663798915465,0.61442509042526,nobias
128,0.01,FEL1,17,0.12530484916428,0.38317725215057,0.618385749148216,nobias
128,0.01,FEL1,18,-0.00811836241753649,0.352921581677841,0.487821545657715,nobias
128,0.01,FEL1,19,0.152917909123233,0.216913880902164,0.659058937822354,nobias
128,0.01,FEL1,20,0.239245130726487,0.140901839604227,0.76806392456191,nobias
128,0.01,FEL1,21,0.175144575494594,0.413409919190879,0.663892580547236,nobias
128,0.01,FEL1,22,0.0931899836435549,0.449316467981326,0.692526776354425,nobias
128,0.01,FEL1,23,0.280149054807599,0.322994580358106,0.710823383052463,nobias
128,0.01,FEL1,24,0.252656415140929,0.563760877896144,0.693922849140982,nobias
128,0.01,FEL1,25,0.26388274981152,0.332737195220148,0.693593949758794,nobias
128,0.01,FEL1,26,0.372261306581108,0.282331743772433,0.83785197382913,nobias
