site,dataset,rep,biastype,dn,ds
41,amine,10,bias,0.277118506715,0.897542401676,empirical
42,amine,10,bias,0.0366572816581,0.618481706731,empirical
43,amine,10,bias,0.178583615018,0.825306969138,empirical
44,amine,10,bias,0.354772663598,0.881541713089,empirical
45,amine,10,bias,0.0825360351533,0.548564339864,empirical
46,amine,10,bias,0.402990801716,0.615318685492,empirical
47,amine,10,bias,0.218138380667,0.513864437841,empirical
48,amine,10,bias,0.38551210962,0.668028310636,empirical
49,amine,10,bias,0.199968959333,0.65142393092,empirical
50,amine,10,bias,0.443350786612,0.73504417409,empirical
51,amine,10,bias,0.254131865806,0.627617474449,empirical
52,amine,10,bias,0.405424188681,0.880254999534,empirical
53,amine,10,bias,0.40387261527,0.457385292108,empirical
54,amine,10,bias,0.132712254881,0.688544518073,empirical
55,amine,10,bias,0.308017566698,0.823743106246,empirical
56,amine,10,bias,0.468749390092,0.576312172708,empirical
57,amine,10,bias,0.471170342421,0.699283983571,empirical
58,amine,10,bias,0.462284737675,0.683030279656,empirical
59,amine,10,bias,0.476332877885,0.534680639294,empirical
60,amine,10,bias,0.329595464264,0.547406593844,empirical
61,amine,10,bias,0.523826781,0.734083661554,empirical
62,amine,10,bias,0.48374377135,0.842416228189,empirical
63,amine,10,bias,0.409580996517,0.826230952305,empirical
64,amine,10,bias,0.408076829262,0.658620732768,empirical
65,amine,10,bias,0.513281225643,0.740349346976,empirical
66,amine,10,bias,0.452365637416,0.78540836668,empirical
67,amine,10,bias,0.449414694648,0.632208280686,empirical
68,amine,10,bias,0.534322457109,0.747771893759,empirical
69,amine,10,bias,0.383780742417,0.544993327196,empirical
70,amine,10,bias,0.424557104993,0.633304378319,empirical
71,amine,10,bias,0.582968581571,0.748492403484,empirical
72,amine,10,bias,0.591730510655,0.531709438788,empirical
73,amine,10,bias,0.512498415716,0.67511203289,empirical
74,amine,10,bias,0.250179664714,0.727342903714,empirical
75,amine,10,bias,0.298918693511,0.225082217993,empirical
76,amine,10,bias,0.242754709015,0.671067881505,empirical
77,amine,10,bias,0.366604811659,0.482141508064,empirical
78,amine,10,bias,0.471883095745,0.690701312521,empirical
79,amine,10,bias,0.631499786041,0.598344887405,empirical
80,amine,10,bias,0.56422258537,0.620457239271,empirical
81,amine,10,bias,0.532798200202,0.530558907052,empirical
82,amine,10,bias,0.571017735591,0.652236634779,empirical
83,amine,10,bias,0.526664543434,0.612480296827,empirical
84,amine,10,bias,0.446784277852,0.803317987695,empirical
85,amine,10,bias,0.488525735435,0.67678161891,empirical
86,amine,10,bias,0.569597214845,0.67032918703,empirical
87,amine,10,bias,0.524746237994,0.592793919302,empirical
88,amine,10,bias,0.378787550295,0.588826125182,empirical
89,amine,10,bias,0.285093905315,0.450436039791,empirical
90,amine,10,bias,0.574547613628,0.728017273774,empirical
91,amine,10,bias,0.510265016977,0.530679916133,empirical
92,amine,10,bias,0.370380509187,0.780379995354,empirical
93,amine,10,bias,0.55165820222,0.584627261481,empirical
94,amine,10,bias,0.460734412425,0.792052993188,empirical
95,amine,10,bias,0.594656793494,0.700682275329,empirical
96,amine,10,bias,0.482479896505,0.490905787759,empirical
97,amine,10,bias,0.588933545039,0.662289140099,empirical
98,amine,10,bias,0.602130026732,0.492465154307,empirical
99,amine,10,bias,0.642197896431,0.772152312974,empirical
100,amine,10,bias,0.527445236846,0.539187757261,empirical
1,amine,10,nobias,0.0485797096546,0.918446531138,empirical
2,amine,10,nobias,0.125159768803,0.744099199949,empirical
3,amine,10,nobias,0.000527118724143,0.874903720186,empirical
4,amine,10,nobias,0.0184728996942,0.976117406052,empirical
5,amine,10,nobias,0.00746877217213,0.861169065374,empirical
6,amine,10,nobias,0.0260408355075,0.778017267988,empirical
7,amine,10,nobias,0.0199325829963,0.873308657888,empirical
8,amine,10,nobias,0.00427667625255,0.77915503503,empirical
9,amine,10,nobias,0.0122474936539,0.851680653654,empirical
10,amine,10,nobias,0.0156044558924,0.896644628468,empirical
11,amine,10,nobias,0.0125811017737,0.896110844218,empirical
12,amine,10,nobias,0.0253319667795,0.848433704991,empirical
13,amine,10,nobias,0.250486637223,0.927068613272,empirical
14,amine,10,nobias,0.0870328248794,0.846148986178,empirical
15,amine,10,nobias,0.0470816785655,0.900299971892,empirical
16,amine,10,nobias,0.120021504154,0.916624550675,empirical
17,amine,10,nobias,0.0226562727218,0.977565715168,empirical
18,amine,10,nobias,0.0767304608958,0.875388302009,empirical
19,amine,10,nobias,0.227871505398,0.947233032098,empirical
20,amine,10,nobias,0.0274717938172,0.994116631062,empirical
21,amine,10,nobias,0.147252138916,0.913372340926,empirical
22,amine,10,nobias,0.286778995124,0.918658353181,empirical
23,amine,10,nobias,0.0387009730193,0.914772856588,empirical
24,amine,10,nobias,0.258415644395,0.717650937546,empirical
25,amine,10,nobias,0.232967023459,0.816938274161,empirical
26,amine,10,nobias,0.0284895394826,0.939325300811,empirical
27,amine,10,nobias,0.0279462900583,0.769704837251,empirical
28,amine,10,nobias,0.328873446476,0.727455881644,empirical
29,amine,10,nobias,0.0962893102359,0.769044737771,empirical
30,amine,10,nobias,0.341256726983,0.73289387593,empirical
31,amine,10,nobias,0.023472239257,0.692219643485,empirical
32,amine,10,nobias,0.0999514164134,0.824788161472,empirical
33,amine,10,nobias,0.0418864481051,0.868082549487,empirical
34,amine,10,nobias,0.483215459662,0.784660982248,empirical
35,amine,10,nobias,0.460895448654,0.655426116927,empirical
36,amine,10,nobias,0.131049724064,0.842137263496,empirical
37,amine,10,nobias,0.133862789884,0.772702816651,empirical
38,amine,10,nobias,0.254453065661,0.869271708825,empirical
39,amine,10,nobias,0.25604171805,0.804163212995,empirical
40,amine,10,nobias,0.45281601232,0.893270857098,empirical
41,amine,10,nobias,0.315855403203,0.778060942788,empirical
42,amine,10,nobias,0.547402740999,0.904239820668,empirical
43,amine,10,nobias,0.241769586873,0.876242629719,empirical
44,amine,10,nobias,0.35796474558,0.851777674544,empirical
45,amine,10,nobias,0.172581304001,0.703742645493,empirical
46,amine,10,nobias,0.104502402987,0.812974796139,empirical
47,amine,10,nobias,0.486905934718,0.839845994835,empirical
48,amine,10,nobias,0.510118233718,0.801606326668,empirical
49,amine,10,nobias,0.448877279661,0.76388560706,empirical
50,amine,10,nobias,0.155320167712,0.834193294626,empirical
51,amine,10,nobias,0.110256054033,0.914578232851,empirical
52,amine,10,nobias,0.087275486164,0.915294971424,empirical
53,amine,10,nobias,0.41878078152,0.819909860088,empirical
54,amine,10,nobias,0.319819584964,0.822231211924,empirical
55,amine,10,nobias,0.566175895112,0.739594688903,empirical
56,amine,10,nobias,0.335477883953,0.825913530136,empirical
57,amine,10,nobias,0.241408334448,0.700023251251,empirical
58,amine,10,nobias,0.182044848745,0.679735756821,empirical
59,amine,10,nobias,0.579411390471,0.854933050618,empirical
60,amine,10,nobias,0.504999244829,0.765003286521,empirical
61,amine,10,nobias,0.439860399775,0.884221914011,empirical
62,amine,10,nobias,0.383062245038,0.835947710883,empirical
63,amine,10,nobias,0.297718915195,0.795865457836,empirical
64,amine,10,nobias,0.357602341724,0.79659020442,empirical
65,amine,10,nobias,0.616511650714,0.847831812966,empirical
66,amine,10,nobias,0.508227138771,0.757532386268,empirical
67,amine,10,nobias,0.530440773926,0.758634711591,empirical
68,amine,10,nobias,0.215845074978,0.856156682939,empirical
69,amine,10,nobias,0.358576203684,0.731086876801,empirical
70,amine,10,nobias,0.451537440368,0.635487998523,empirical
71,amine,10,nobias,0.5842441793,0.895506689661,empirical
72,amine,10,nobias,0.632592398124,0.887849768345,empirical
73,amine,10,nobias,0.345295447119,0.77830093527,empirical
74,amine,10,nobias,0.48874812287,0.625739571132,empirical
75,amine,10,nobias,0.40881166455,0.665410727661,empirical
76,amine,10,nobias,0.615100051161,0.941574822864,empirical
77,amine,10,nobias,0.412637326139,0.845929306614,empirical
78,amine,10,nobias,0.520122582728,0.722314039204,empirical
79,amine,10,nobias,0.623536965926,0.727137330174,empirical
80,amine,10,nobias,0.407472295803,0.636543841807,empirical
81,amine,10,nobias,0.394482214535,0.842766074621,empirical
82,amine,10,nobias,0.543826131422,0.813861062742,empirical
83,amine,10,nobias,0.57508549967,0.882692712181,empirical
84,amine,10,nobias,0.617584512075,0.882544834347,empirical
85,amine,10,nobias,0.468678224218,0.801807726056,empirical
86,amine,10,nobias,0.562716837618,0.764075503544,empirical
87,amine,10,nobias,0.509417735825,0.744083659815,empirical
88,amine,10,nobias,0.557257347921,0.880277912208,empirical
89,amine,10,nobias,0.554119663849,0.634516486408,empirical
90,amine,10,nobias,0.478020770688,0.665558171134,empirical
91,amine,10,nobias,0.432986008987,0.797446757017,empirical
92,amine,10,nobias,0.703745693551,0.772848650535,empirical
93,amine,10,nobias,0.63679538941,0.812912622481,empirical
94,amine,10,nobias,0.756540340262,0.826443314281,empirical
95,amine,10,nobias,0.689424859112,0.646213130993,empirical
96,amine,10,nobias,0.655792206676,0.837800996252,empirical
97,amine,10,nobias,0.645631034501,0.740199265895,empirical
98,amine,10,nobias,0.597125213969,0.862793870024,empirical
99,amine,10,nobias,0.65097210708,0.82664661777,empirical
100,amine,10,nobias,0.718618888813,0.731504336498,empirical
1,camelid,10,bias,0.040915539365,0.325107362574,empirical
2,camelid,10,bias,0.0,0.0823326268218,empirical
3,camelid,10,bias,0.00523911749433,0.0716284809102,empirical
4,camelid,10,bias,0.0,0.108636626088,empirical
5,camelid,10,bias,0.0,0.699694513573,empirical
6,camelid,10,bias,0.0,0.564925195836,empirical
7,camelid,10,bias,0.00295551488762,0.0716267980957,empirical
8,camelid,10,bias,0.0120947782431,0.28278554565,empirical
9,camelid,10,bias,0.0,0.676183912656,empirical
10,camelid,10,bias,0.0,0.32568209563,empirical
11,camelid,10,bias,0.0,0.124831178467,empirical
12,camelid,10,bias,0.0,0.674481487711,empirical
13,camelid,10,bias,0.0,0.21965413751,empirical
14,camelid,10,bias,0.0,0.0623998055786,empirical
15,camelid,10,bias,0.0,0.622250358391,empirical
16,camelid,10,bias,0.0400436269413,0.180858929824,empirical
17,camelid,10,bias,0.0167055439425,0.0720784876082,empirical
18,camelid,10,bias,0.239921864456,0.24640338391,empirical
19,camelid,10,bias,0.00360721497792,0.209895496753,empirical
20,camelid,10,bias,0.0,0.124831178467,empirical
21,camelid,10,bias,0.0036193398413,0.0,empirical
22,camelid,10,bias,0.00361026771299,0.0863956954058,empirical
23,camelid,10,bias,0.367945137064,0.146539162245,empirical
24,camelid,10,bias,0.00782851056924,0.0,empirical
25,camelid,10,bias,0.00398315131593,0.202248464013,empirical
26,camelid,10,bias,0.0105153112278,0.169276348618,empirical
27,camelid,10,bias,0.247040812002,0.371241621206,empirical
28,camelid,10,bias,0.0602664804416,0.0906279936126,empirical
29,camelid,10,bias,0.0,0.0973918804388,empirical
30,camelid,10,bias,0.00699092079656,0.370544907933,empirical
31,camelid,10,bias,0.029444244881,0.16829234966,empirical
32,camelid,10,bias,0.0,0.169866025477,empirical
33,camelid,10,bias,0.00441725516956,0.129242018811,empirical
34,camelid,10,bias,0.0,0.108636626088,empirical
35,camelid,10,bias,0.13803745119,0.00586911245795,empirical
36,camelid,10,bias,0.0671940315311,0.0,empirical
37,camelid,10,bias,0.00770038513784,0.0722650097073,empirical
38,camelid,10,bias,0.0329958518673,0.0659798083485,empirical
39,camelid,10,bias,0.125994548669,0.0951854127481,empirical
40,camelid,10,bias,0.0,0.14901845101,empirical
41,camelid,10,bias,0.0,0.14901845101,empirical
42,camelid,10,bias,0.0,0.108636626088,empirical
43,camelid,10,bias,0.0217294643168,0.105897225429,empirical
44,camelid,10,bias,0.0292701243728,0.0692002049337,empirical
45,camelid,10,bias,0.0540136005086,0.136599990357,empirical
46,camelid,10,bias,0.125378837359,0.153235175599,empirical
47,camelid,10,bias,0.00726576810923,0.0238585170512,empirical
48,camelid,10,bias,0.0870020971394,0.0,empirical
49,camelid,10,bias,0.00951915399614,0.0,empirical
50,camelid,10,bias,0.139043589602,0.0773565324566,empirical
51,camelid,10,bias,0.0,0.0353037928197,empirical
52,camelid,10,bias,0.0292066272602,0.0415522579459,empirical
53,camelid,10,bias,0.0548994496855,0.4744418791,empirical
54,camelid,10,bias,0.0940677187676,0.0940536322373,empirical
55,camelid,10,bias,0.00360106564371,0.148850012951,empirical
56,camelid,10,bias,0.0868817110881,0.0652999131533,empirical
57,camelid,10,bias,0.066587082263,0.273908976885,empirical
58,camelid,10,bias,0.0,0.284134625639,empirical
59,camelid,10,bias,0.118664141149,0.0761831591066,empirical
60,camelid,10,bias,0.0593611604565,0.0708809249738,empirical
61,camelid,10,bias,0.193863263797,0.341865456837,empirical
62,camelid,10,bias,0.101568132924,0.0948768792932,empirical
63,camelid,10,bias,0.0306711458692,0.234882478346,empirical
64,camelid,10,bias,0.0312832320874,0.977347906218,empirical
65,camelid,10,bias,0.0208834789897,0.278271023906,empirical
66,camelid,10,bias,0.0136568862686,0.145787945761,empirical
67,camelid,10,bias,0.120191119314,0.410301961616,empirical
68,camelid,10,bias,0.128967416858,0.0862000682622,empirical
69,camelid,10,bias,0.0163957275227,0.166765668796,empirical
70,camelid,10,bias,0.00475667678692,0.0,empirical
71,camelid,10,bias,0.0765595527841,0.161919281999,empirical
72,camelid,10,bias,0.278186247149,0.168897139192,empirical
73,camelid,10,bias,0.309652241033,0.323145402623,empirical
74,camelid,10,bias,0.150448204529,0.0674081771527,empirical
75,camelid,10,bias,0.0,0.124831178467,empirical
76,camelid,10,bias,0.0656194261836,0.075266287776,empirical
77,camelid,10,bias,0.00416022868456,0.0868072434615,empirical
78,camelid,10,bias,0.0465263790363,0.123632872477,empirical
79,camelid,10,bias,0.0493460303539,0.683824824916,empirical
80,camelid,10,bias,0.052609176102,0.0705745920143,empirical
81,camelid,10,bias,0.0722337230184,0.13037694659,empirical
82,camelid,10,bias,0.262162331736,0.031491742681,empirical
83,camelid,10,bias,0.291307910611,0.155534690723,empirical
84,camelid,10,bias,0.0819480746741,0.0811434458832,empirical
85,camelid,10,bias,0.126625131646,0.0445988178075,empirical
86,camelid,10,bias,0.0638843937624,0.0707651624698,empirical
87,camelid,10,bias,0.0385256285409,0.107971247127,empirical
88,camelid,10,bias,0.00841869476741,0.0,empirical
89,camelid,10,bias,0.0668700005691,0.0,empirical
90,camelid,10,bias,0.0950729341476,0.896296211953,empirical
91,camelid,10,bias,0.112125548053,0.0699600902349,empirical
92,camelid,10,bias,0.0640105207569,0.162376712541,empirical
93,camelid,10,bias,0.197787099425,0.187338077506,empirical
94,camelid,10,bias,0.170948653907,0.0421660886917,empirical
95,camelid,10,bias,0.150056731189,0.126504997317,empirical
96,camelid,10,bias,0.0823023077598,0.168302250355,empirical
97,camelid,10,bias,0.110318107851,0.067913776828,empirical
98,camelid,10,bias,0.0620054767454,0.164888775872,empirical
99,camelid,10,bias,0.0471041802231,0.123727127613,empirical
100,camelid,10,bias,0.291010980434,0.148813070245,empirical
1,camelid,10,nobias,0.0184156136473,0.0809146199592,empirical
2,camelid,10,nobias,0.0,0.210152820034,empirical
3,camelid,10,nobias,0.0,0.0288984466604,empirical
4,camelid,10,nobias,0.0160802561327,0.14695535645,empirical
5,camelid,10,nobias,0.0111757845772,0.0714314160147,empirical
6,camelid,10,nobias,0.0,0.131888123808,empirical
7,camelid,10,nobias,0.00296263702969,0.07156020213,empirical
8,camelid,10,nobias,0.0,0.100209706814,empirical
9,camelid,10,nobias,0.0,0.0864803488854,empirical
10,camelid,10,nobias,0.00522018399966,0.145259442727,empirical
11,camelid,10,nobias,0.0,0.146601320396,empirical
12,camelid,10,nobias,0.0,0.184547608039,empirical
13,camelid,10,nobias,0.0,0.1429827896,empirical
14,camelid,10,nobias,0.00512322825146,0.0863471956608,empirical
15,camelid,10,nobias,0.0,0.186527410895,empirical
16,camelid,10,nobias,0.0104795554768,0.148510767677,empirical
17,camelid,10,nobias,0.0285253468787,0.123598696704,empirical
18,camelid,10,nobias,0.0,0.108636626088,empirical
19,camelid,10,nobias,0.0145482551594,0.122960520911,empirical
20,camelid,10,nobias,0.0,0.0864803488854,empirical
21,camelid,10,nobias,0.0,0.298233580363,empirical
22,camelid,10,nobias,0.0161174018424,0.926073410627,empirical
23,camelid,10,nobias,0.0236411045562,0.114209420452,empirical
24,camelid,10,nobias,0.00292487842345,0.261574889747,empirical
25,camelid,10,nobias,0.0,0.0623998055786,empirical
26,camelid,10,nobias,0.00361330601148,0.124698689035,empirical
27,camelid,10,nobias,0.0364131324658,0.114203362759,empirical
28,camelid,10,nobias,0.210765023132,0.0812299523556,empirical
29,camelid,10,nobias,0.0102004690967,0.123428765674,empirical
30,camelid,10,nobias,0.155746263327,0.137973623164,empirical
31,camelid,10,nobias,0.0,0.0623998055786,empirical
32,camelid,10,nobias,0.0155684208368,0.337466936101,empirical
33,camelid,10,nobias,0.00903651570873,0.136742513683,empirical
34,camelid,10,nobias,0.0236116038606,0.0724492603635,empirical
35,camelid,10,nobias,0.126855427691,0.156846220005,empirical
36,camelid,10,nobias,0.00447011853966,0.0622012526308,empirical
37,camelid,10,nobias,0.0,0.0,empirical
38,camelid,10,nobias,0.0,0.24694161865,empirical
39,camelid,10,nobias,0.0943284094485,0.113163249385,empirical
40,camelid,10,nobias,0.027802028889,0.184390211004,empirical
41,camelid,10,nobias,0.0196619327038,0.245447707953,empirical
42,camelid,10,nobias,0.0455009623867,0.265575414254,empirical
43,camelid,10,nobias,0.00904404855867,0.128876905773,empirical
44,camelid,10,nobias,0.0287765825622,0.278271023906,empirical
45,camelid,10,nobias,0.0114860390989,0.123562167685,empirical
46,camelid,10,nobias,0.0452862083787,0.917358151968,empirical
47,camelid,10,nobias,0.0,0.189301027411,empirical
48,camelid,10,nobias,0.107976780595,0.140008503691,empirical
49,camelid,10,nobias,0.00474514461599,0.0722572723686,empirical
50,camelid,10,nobias,0.0272465804919,0.225331849436,empirical
51,camelid,10,nobias,0.0678822072393,0.102925704044,empirical
52,camelid,10,nobias,0.0623397657401,0.0,empirical
53,camelid,10,nobias,0.0334773092089,0.152360427178,empirical
54,camelid,10,nobias,0.0278897470069,0.134566590072,empirical
55,camelid,10,nobias,0.0819266456072,0.159661589764,empirical
56,camelid,10,nobias,0.073247910934,0.176666347084,empirical
57,camelid,10,nobias,0.0760867522596,0.2416855127,empirical
58,camelid,10,nobias,0.0782495444856,0.340033375651,empirical
59,camelid,10,nobias,0.0773125280143,0.112471362323,empirical
60,camelid,10,nobias,0.0584650258951,0.0743547054211,empirical
61,camelid,10,nobias,0.0991385082706,0.144467201843,empirical
62,camelid,10,nobias,0.0618654142112,0.0134800570617,empirical
63,camelid,10,nobias,0.0670015667824,0.581840375638,empirical
64,camelid,10,nobias,0.346849427154,0.0689350377234,empirical
65,camelid,10,nobias,0.0561260306558,0.0620560828794,empirical
66,camelid,10,nobias,0.0416227715274,0.195193020903,empirical
67,camelid,10,nobias,0.0313049225385,0.127653930864,empirical
68,camelid,10,nobias,0.153641281098,0.0106613595394,empirical
69,camelid,10,nobias,0.0249204218543,0.20911645531,empirical
70,camelid,10,nobias,0.0338202217051,0.52852457451,empirical
71,camelid,10,nobias,0.10561560298,0.09893891163,empirical
72,camelid,10,nobias,0.0267985662961,0.123738341871,empirical
73,camelid,10,nobias,0.0639159472159,0.716497728261,empirical
74,camelid,10,nobias,0.00519108940833,0.265796537217,empirical
75,camelid,10,nobias,0.0848373924163,0.333719797016,empirical
76,camelid,10,nobias,0.0467501283821,0.216872467859,empirical
77,camelid,10,nobias,0.161529528957,0.0,empirical
78,camelid,10,nobias,0.103833482383,0.711473162825,empirical
79,camelid,10,nobias,0.0317140819503,0.123727127613,empirical
80,camelid,10,nobias,0.0472449030468,0.0716229996004,empirical
81,camelid,10,nobias,0.0404429594202,0.234436462268,empirical
82,camelid,10,nobias,0.0634347014803,0.0,empirical
83,camelid,10,nobias,0.15200510998,0.122634626632,empirical
84,camelid,10,nobias,0.0503492414084,0.11363963586,empirical
85,camelid,10,nobias,0.13041874401,0.196028674847,empirical
86,camelid,10,nobias,0.052693860246,0.207863353823,empirical
87,camelid,10,nobias,0.105658714393,0.16456877577,empirical
88,camelid,10,nobias,0.0588225196009,0.356203807432,empirical
89,camelid,10,nobias,0.0722766157159,0.0614370540547,empirical
90,camelid,10,nobias,0.115116913294,0.138060689532,empirical
91,camelid,10,nobias,0.211854917902,0.0815067482397,empirical
92,camelid,10,nobias,0.0278826437267,0.161399657845,empirical
93,camelid,10,nobias,0.0873624161943,0.0349248552863,empirical
94,camelid,10,nobias,0.128292558967,0.0867279551669,empirical
95,camelid,10,nobias,0.0498540652714,0.130066619884,empirical
96,camelid,10,nobias,0.109226023686,0.073463387738,empirical
97,camelid,10,nobias,0.0755605267503,0.120279803466,empirical
98,camelid,10,nobias,0.0325291353147,0.19322295425,empirical
99,camelid,10,nobias,0.0610947626558,0.166786013865,empirical
100,camelid,10,nobias,0.0898404936088,0.0,empirical
1,h3,10,bias,0.0,0.000967757168199,empirical
2,h3,10,bias,0.0,0.0196302596821,empirical
3,h3,10,bias,0.0,0.0,empirical
4,h3,10,bias,0.0,0.0115033131183,empirical
5,h3,10,bias,0.0,0.00631005347208,empirical
6,h3,10,bias,0.000641674977663,0.011498005234,empirical
7,h3,10,bias,0.0,0.0,empirical
8,h3,10,bias,0.0,0.0076114324142,empirical
9,h3,10,bias,0.0,0.001006976984,empirical
10,h3,10,bias,0.00196454553023,0.0177272092109,empirical
11,h3,10,bias,0.0,0.0,empirical
12,h3,10,bias,0.0,0.0,empirical
13,h3,10,bias,0.0,0.0,empirical
14,h3,10,bias,0.0,0.0414173219977,empirical
15,h3,10,bias,0.0,0.0,empirical
16,h3,10,bias,0.0,0.00631005347208,empirical
17,h3,10,bias,0.0,0.0,empirical
18,h3,10,bias,0.000242660632509,0.00593496690012,empirical
19,h3,10,bias,0.0,0.0,empirical
20,h3,10,bias,0.0,0.0207012167311,empirical
21,h3,10,bias,0.0255845924702,0.535989885002,empirical
22,h3,10,bias,0.0,0.155923759495,empirical
23,h3,10,bias,0.0,0.00631005347208,empirical
24,h3,10,bias,0.000299160601355,0.464139545342,empirical
25,h3,10,bias,0.0,0.0,empirical
26,h3,10,bias,0.0,0.0482155571501,empirical
27,h3,10,bias,0.0,0.0,empirical
28,h3,10,bias,0.000309669705109,0.0195575293588,empirical
29,h3,10,bias,0.00237131595661,0.741832092604,empirical
30,h3,10,bias,0.0,0.0,empirical
31,h3,10,bias,0.0,0.0,empirical
32,h3,10,bias,0.0,0.00631005347208,empirical
33,h3,10,bias,0.000301322256927,0.0207756316169,empirical
34,h3,10,bias,0.000407529794726,0.0332115890274,empirical
35,h3,10,bias,0.000301359028489,0.0,empirical
36,h3,10,bias,0.000301294653201,0.0332135020823,empirical
37,h3,10,bias,0.0,0.977520073086,empirical
38,h3,10,bias,0.00711268624569,0.0,empirical
39,h3,10,bias,0.0,0.0445942745799,empirical
40,h3,10,bias,0.0,0.0115033131183,empirical
41,h3,10,bias,0.0154431423021,0.00378123728947,empirical
42,h3,10,bias,0.0030391853224,0.00647429782335,empirical
43,h3,10,bias,0.000223207006156,0.0,empirical
44,h3,10,bias,0.0232766894527,0.0,empirical
45,h3,10,bias,0.00266033883346,0.0108558147828,empirical
46,h3,10,bias,0.00112048490635,0.249180261251,empirical
47,h3,10,bias,0.000464697279663,0.0,empirical
48,h3,10,bias,0.0489066666047,0.00456599322001,empirical
49,h3,10,bias,0.00334091236731,0.0196287046167,empirical
50,h3,10,bias,0.0,0.0,empirical
51,h3,10,bias,0.0012093470096,0.0,empirical
52,h3,10,bias,0.00185711755178,0.00290257441973,empirical
53,h3,10,bias,0.000395718826232,0.0207744344501,empirical
54,h3,10,bias,0.00148490094722,0.00630861704312,empirical
55,h3,10,bias,0.00628256093294,0.0988568389615,empirical
56,h3,10,bias,0.00107424288041,0.0,empirical
57,h3,10,bias,0.0,0.0,empirical
58,h3,10,bias,0.000242682007735,0.0,empirical
59,h3,10,bias,0.0016760300661,0.00446300417099,empirical
60,h3,10,bias,0.00468426006919,0.000710004094289,empirical
61,h3,10,bias,0.000398490615075,0.00290229604663,empirical
62,h3,10,bias,0.00733064441549,0.0170275165832,empirical
63,h3,10,bias,0.0003770322607,0.00806872720476,empirical
64,h3,10,bias,0.00308947894062,0.00534312286598,empirical
65,h3,10,bias,0.0106384026754,0.00713371751132,empirical
66,h3,10,bias,0.000380720362555,0.00290251122678,empirical
67,h3,10,bias,0.0134116813783,0.0174420065895,empirical
68,h3,10,bias,0.00631512112661,0.00594098168048,empirical
69,h3,10,bias,0.0228404091457,0.0,empirical
70,h3,10,bias,0.0133412800784,0.00290128208951,empirical
71,h3,10,bias,0.0,0.0,empirical
72,h3,10,bias,0.0,0.0,empirical
73,h3,10,bias,0.0014848517668,0.0115006587138,empirical
74,h3,10,bias,0.00120912899007,0.0146604572112,empirical
75,h3,10,bias,0.000437015347669,0.00593435585873,empirical
76,h3,10,bias,0.00472992128986,0.0236970706418,empirical
77,h3,10,bias,0.0,0.00595100112288,empirical
78,h3,10,bias,0.0,0.0076114324142,empirical
79,h3,10,bias,0.0126258456546,0.0125953163323,empirical
80,h3,10,bias,0.0349971098623,0.0,empirical
81,h3,10,bias,0.00586137997081,0.0,empirical
82,h3,10,bias,0.0033412726461,0.00308002236043,empirical
83,h3,10,bias,0.0168161211632,0.00630425725975,empirical
84,h3,10,bias,0.0139935568278,0.0,empirical
85,h3,10,bias,0.00856774836141,0.0108463170829,empirical
